Hour,Solar (MW),BESS flow (MW),SOC (MWh),Energy served (MW)
1336,0.0,100.0,469.67826,100.0
1337,0.0,100.0,364.41511,100.0
1338,0.0,100.0,259.15195,100.0
1339,0.0,100.0,153.88879,100.0
1340,0.0,73.097175,76.944395,73.097175
1341,0.0,36.548588,38.472198,36.548588
1342,0.0,18.274294,19.236099,18.274294
1343,0.0,9.1371469,9.6180494,9.1371469
1344,1.7057460201876478,4.5685735,4.8090247,6.2743195
1345,65.7245170366596,2.2842867,2.4045123,68.008804
1346,144.87856769159328,-44.878568,49.645111,100.0
1347,212.82005593923336,-112.82006,168.40307,100.0
1348,262.3924058733716,-162.39241,339.34244,100.0
1349,289.5610631475997,-189.56106,538.8804,100.0
1350,292.26501189687343,-192.26501,741.26463,100.0
1351,270.3030136196604,-170.30301,920.53096,100.0
1352,225.33045009498196,-125.33045,1052.4577,100.0
1353,160.92471183040408,-60.924712,1116.589,100.0
1354,83.28409124322924,16.715908,1098.9933,100.0
1355,9.728576557559798,90.271423,1003.9708,100.0
1356,0.0,100.0,898.70762,100.0
1357,0.0,100.0,793.44447,100.0
1358,0.0,100.0,688.18131,100.0
1359,0.0,100.0,582.91815,100.0
1360,0.0,100.0,477.65499,100.0
1361,0.0,100.0,372.39183,100.0
1362,0.0,100.0,267.12868,100.0
1363,0.0,100.0,161.86552,100.0
1364,0.0,76.886121,80.932759,76.886121
1365,0.0,38.443061,40.46638,38.443061
1366,0.0,19.22153,20.23319,19.22153
1367,0.0,9.6107651,10.116595,9.6107651
1368,1.9502974640355937,4.8053826,5.0582974,6.75568
1369,66.64811562323995,2.4026913,2.5291487,69.050807
1370,145.86090908727067,-45.86091,50.80379,100.0
1371,213.79796156677315,-113.79796,170.59112,100.0
1372,263.33792974977564,-163.33793,342.52578,100.0
1373,290.45359541545395,-190.4536,543.00325,100.0
1374,293.0888575282212,-193.08886,746.25468,100.0
1375,271.04772855063095,-171.04773,926.30493,100.0
1376,225.9913500268672,-125.99135,1058.9274,100.0
1377,161.50256005570122,-61.502561,1123.6669,100.0
1378,83.77845735224874,16.221542,1106.5916,100.0
1379,10.009714275048099,89.990286,1011.865,100.0
1380,0.0,100.0,906.60186,100.0
1381,0.0,100.0,801.3387,100.0
1382,0.0,100.0,696.07554,100.0
1383,0.0,100.0,590.81238,100.0
1384,0.0,100.0,485.54922,100.0
1385,0.0,100.0,380.28607,100.0
1386,0.0,100.0,275.02291,100.0
1387,0.0,100.0,169.75975,100.0
1388,0.0,80.635881,84.879875,80.635881
1389,0.0,40.317941,42.439938,40.317941
1390,0.0,20.15897,21.219969,20.15897
1391,0.0,10.079485,10.609984,10.079485
1392,2.2183549128493416,5.0397426,5.3049922,7.2580975
1393,67.58509803655367,2.5198713,2.6524961,70.10497
1394,146.851131688639,-46.851132,51.969477,100.0
1395,214.77800634993216,-114.77801,172.78843,100.0
1396,264.2799661672572,-164.27997,345.71471,100.0
1397,291.3375796719235,-191.33758,547.12269,100.0
1398,293.90004120341285,-193.90004,751.228,100.0
1399,271.7769193869596,-171.77692,932.04581,100.0
1400,226.6353427853109,-126.63534,1065.3462,100.0
1401,162.06377515394172,-62.063776,1130.6765,100.0
1402,84.25851716055348,15.741483,1114.1065,100.0
1403,10.286605433452735,89.713395,1019.6713,100.0
1404,0.0,100.0,914.40817,100.0
1405,0.0,100.0,809.14501,100.0
1406,0.0,100.0,703.88186,100.0
1407,0.0,100.0,598.6187,100.0
1408,0.0,100.0,493.35554,100.0
1409,0.0,100.0,388.09238,100.0
1410,0.0,100.0,282.82923,100.0
1411,0.0,100.0,177.56607,100.0
1412,0.0,84.343882,88.783034,84.343882
1413,0.0,42.171941,44.391517,42.171941
1414,0.0,21.085971,22.195758,21.085971
1415,0.0,10.542985,11.097879,10.542985
1416,2.510594895775002,5.2714926,5.5489396,7.7820875
1417,68.53467724231534,2.6357463,2.7744698,71.170424
1418,147.84835137704957,-47.848352,53.141156,100.0
1419,215.75931464628908,-115.75932,174.99307,100.0
1420,265.2177011694202,-165.2177,348.90644,100.0
1421,292.2123034465863,-192.2123,551.23518,100.0
1422,294.69798218677016,-194.69798,756.18043,100.0
1423,272.49015726199974,-172.49016,937.74901,100.0
1424,227.26216023504122,-127.26216,1071.7092,100.0
1425,162.60824553590052,-62.608246,1137.6126,100.0
1426,84.72428654265981,15.275713,1121.5329,100.0
1427,10.55907652107091,89.440923,1027.3846,100.0
1428,0.0,100.0,922.1214,100.0
1429,0.0,100.0,816.85825,100.0
1430,0.0,100.0,711.59509,100.0
1431,0.0,100.0,606.33193,100.0
1432,0.0,100.0,501.06877,100.0
1433,0.0,100.0,395.80561,100.0
1434,0.0,100.0,290.54246,100.0
1435,0.0,100.0,185.2793,100.0
1436,0.0,88.007667,92.639649,88.007667
1437,0.0,44.003833,46.319824,44.003833
1438,0.0,22.001917,23.159912,22.001917
1439,0.0,11.000958,11.579956,11.000958
1440,2.8275542051798963,5.5004792,5.7899781,8.3280334
1441,69.49604713191579,2.7502396,2.894989,72.246287
1442,148.8516768986667,-48.851677,54.317807,100.0
1443,216.7410131798959,-116.74101,177.20309,100.0
1444,266.1503323918959,-166.15033,352.09817,100.0
1445,293.0770743237697,-193.07708,555.3372,100.0
1446,295.48212696977475,-195.48213,761.10786,100.0
1447,273.1870459048705,-173.18705,943.41002,100.0
1448,227.8715699882409,-127.87157,1078.0117,100.0
1449,163.13589593899775,-63.135897,1144.4705,100.0
1450,85.17581547461815,14.824184,1128.8661,100.0
1451,10.82698899675295,89.173011,1034.9998,100.0
1452,0.0,100.0,929.73662,100.0
1453,0.0,100.0,824.47346,100.0
1454,0.0,100.0,719.2103,100.0
1455,0.0,100.0,613.94714,100.0
1456,0.0,100.0,508.68399,100.0
1457,0.0,100.0,403.42083,100.0
1458,0.0,100.0,298.15767,100.0
1459,0.0,100.0,192.89451,100.0
1460,0.0,91.624894,96.447257,91.624894
1461,0.0,45.812447,48.223628,45.812447
1462,0.0,22.906223,24.111814,22.906223
1463,0.0,11.453112,12.055907,11.453112
1464,3.169627112374152,5.7265559,6.0279535,8.896183
1465,70.46838639938272,2.8632779,3.0139768,73.331665
1466,149.86021342572874,-49.860214,55.498413,100.0
1467,217.72223393283795,-117.72223,179.41655,100.0
1468,267.07707097923003,-167.07707,355.28716,100.0
1469,293.93122081193724,-193.93122,559.42528,100.0
1470,296.25194903639425,-196.25195,766.00629,100.0
1471,273.8672203292131,-173.86722,949.02441,100.0
1472,228.46337314758682,-128.46337,1084.249,100.0
1473,163.64668447021785,-63.646685,1151.2455,100.0
1474,85.61318467060606,14.386815,1136.1015,100.0
1475,11.090236864655937,88.909763,1042.5123,100.0
1476,0.0,100.0,937.24913,100.0
1477,0.0,100.0,831.98597,100.0
1478,0.0,100.0,726.72281,100.0
1479,0.0,100.0,621.45966,100.0
1480,0.0,100.0,516.1965,100.0
1481,0.0,100.0,410.93334,100.0
1482,0.0,100.0,305.67018,100.0
1483,0.0,100.0,200.40702,100.0
1484,0.0,95.193337,100.20351,95.193337
1485,0.0,47.596668,50.101756,47.596668
1486,0.0,23.798334,25.050878,23.798334
1487,0.0,11.899167,12.525439,11.899167
1488,3.537065178292554,5.9495835,6.2627195,9.4866487
1489,71.4508616696155,2.9747918,3.1313598,74.425654
1490,150.87306543798226,-50.873066,56.681956,100.0
1491,218.70211642352663,-118.70212,181.63155,100.0
1492,267.9971431530486,-167.99714,358.47065,100.0
1493,294.774093066523,-194.77409,563.49601,100.0
1494,297.0069487358128,-197.00695,770.87175,100.0
1495,274.53034592012386,-174.53035,954.58791,100.0
1496,229.03740268693784,-129.0374,1090.4168,100.0
1497,164.1406004340888,-64.140601,1157.9332,100.0
1498,86.0365031666953,13.963496,1143.2348,100.0
1499,11.348744690583572,88.651255,1049.9176,100.0
1500,0.0,100.0,944.65449,100.0
1501,0.0,100.0,839.39133,100.0
1502,0.0,100.0,734.12817,100.0
1503,0.0,100.0,628.86501,100.0
1504,0.0,100.0,523.60186,100.0
1505,0.0,100.0,418.3387,100.0
1506,0.0,100.0,313.07554,100.0
1507,0.0,100.0,207.81238,100.0
1508,0.0,98.710882,103.90619,98.710882
1509,0.0,49.355441,51.953096,49.355441
1510,0.0,24.67772,25.976548,24.67772
1511,0.0,12.33886,12.988274,12.33886
1512,3.9299791797627526,6.1694301,6.494137,10.099409
1513,72.44262966688356,3.0847151,3.2470685,75.527345
1514,151.88933861683412,-51.889339,57.867426,100.0
1515,219.6798092513753,-119.67981,183.84617,100.0
1516,268.9097912564614,-168.90979,361.64595,100.0
1517,295.6050634247288,-195.60506,567.54602,100.0
1518,297.7466532936761,-197.74665,775.7004,100.0
1519,275.17611794506735,-175.17612,960.09631,100.0
1520,229.59352256806466,-129.59352,1096.5105,100.0
1521,164.61766314617304,-64.617664,1164.5291,100.0
1522,86.44590697876149,13.554093,1150.2617,100.0
1523,11.602466284650873,88.397534,1057.2116,100.0
1524,0.0,100.0,951.94848,100.0
1525,0.0,100.0,846.68532,100.0
1526,0.0,100.0,741.42216,100.0
1527,0.0,100.0,636.15901,100.0
1528,0.0,100.0,530.89585,100.0
1529,0.0,100.0,425.63269,100.0
1530,0.0,100.0,320.36953,100.0
1531,0.0,100.0,215.10637,100.0
1532,0.0,100.0,109.84322,100.0
1533,0.0,52.175528,54.921608,52.175528
1534,0.0,26.087764,27.460804,26.087764
1535,0.0,13.043882,13.730402,13.043882
1536,4.348342687734171,6.521941,6.865201,10.870284
1537,73.442838444737,3.2609705,3.4326005,76.703809
1538,152.90814087764252,-52.908141,59.125381,100.0
1539,220.65447091673136,-120.65447,186.13009,100.0
1540,269.8142743557923,-169.81428,364.88196,100.0
1541,296.42352676215995,-196.42353,571.64357,100.0
1542,298.4706169384701,-198.47062,780.56001,100.0
1543,275.80426148416336,-175.80426,965.61712,100.0
1544,230.1316274796072,-130.13163,1102.5978,100.0
1545,165.07792156778928,-65.077922,1171.1009,100.0
1546,86.84155863924641,13.158441,1157.2499,100.0
1547,11.85138390609929,88.148616,1064.4619,100.0
1548,0.0,100.0,959.1987,100.0
1549,0.0,100.0,853.93554,100.0
1550,0.0,100.0,748.67238,100.0
1551,0.0,100.0,643.40922,100.0
1552,0.0,100.0,538.14606,100.0
1553,0.0,100.0,432.88291,100.0
1554,0.0,100.0,327.61975,100.0
1555,0.0,100.0,222.35659,100.0
1556,0.0,100.0,117.09343,100.0
1557,0.0,55.619381,58.546716,55.619381
1558,0.0,27.80969,29.273358,27.80969
1559,0.0,13.904845,14.636679,13.904845
1560,4.79199703723173,6.9524226,7.3183396,11.74442
1561,74.4506279733121,3.4762113,3.6591698,77.92684
1562,153.9285828318957,-53.928583,60.4261,100.0
1563,221.62527021857863,-121.62527,188.4527,100.0
1564,270.70986858072934,-170.70987,368.1473,100.0
1565,297.22890075505603,-197.2289,575.75667,100.0
1566,299.1784210921727,-199.17842,785.41817,100.0
1567,276.414531550628,-176.41453,971.11768,100.0
1568,230.651642928647,-130.65164,1108.6457,100.0
1569,165.52145432519907,-65.521455,1177.6157,100.0
1570,87.22364720472626,12.776352,1164.1669,100.0
1571,12.095507744712622,87.904492,1071.6358,100.0
1572,0.0,100.0,966.37268,100.0
1573,0.0,100.0,861.10952,100.0
1574,0.0,100.0,755.84636,100.0
1575,0.0,100.0,650.58321,100.0
1576,0.0,100.0,545.32005,100.0
1577,0.0,100.0,440.05689,100.0
1578,0.0,100.0,334.79373,100.0
1579,0.0,100.0,229.53058,100.0
1580,0.0,100.0,124.26742,100.0
1581,0.0,59.027023,62.133709,59.027023
1582,0.0,29.513512,31.066854,29.513512
1583,0.0,14.756756,15.533427,14.756756
1584,5.260657456231243,7.3783779,7.7667136,12.639035
1585,75.4651306482331,3.689189,3.8833568,79.15432
1586,154.94977810130322,-54.949779,61.725229,100.0
1587,222.59138652599592,-122.59139,190.76879,100.0
1588,271.59586729424603,-171.59587,371.39602,100.0
1589,298.0206259783129,-198.02063,579.83879,100.0
1590,299.8696743763729,-199.86968,790.22792,100.0
1591,277.0067130018388,-177.00671,976.55078,100.0
1592,231.15352503349916,-131.15353,1114.6071,100.0
1593,165.94836945888375,-65.94837,1184.0265,100.0
1594,87.59238789093189,12.407612,1170.9658,100.0
1595,12.33487519282866,87.665125,1078.6867,100.0
1596,0.0,100.0,973.42358,100.0
1597,0.0,100.0,868.16042,100.0
1598,0.0,100.0,762.89726,100.0
1599,0.0,100.0,657.63411,100.0
1600,0.0,100.0,552.37095,100.0
1601,0.0,100.0,447.10779,100.0
1602,0.0,100.0,341.84463,100.0
1603,0.0,100.0,236.58147,100.0
1604,0.0,100.0,131.31832,100.0
1605,0.0,62.3762,65.659158,62.3762
1606,0.0,31.1881,32.829579,31.1881
1607,0.0,15.59405,16.414789,15.59405
1608,5.7539202659848945,7.797025,8.2073947,13.550945
1609,76.48547197380944,3.8985125,4.1036974,80.383985
1610,155.9708437970797,-55.970844,63.020376,100.0
1611,223.552010029415,-123.55201,193.07512,100.0
1612,272.47158112622947,-172.47158,374.62416,100.0
1613,298.79816563733834,-198.79817,583.88539,100.0
1614,300.54401203409736,-200.54401,794.98435,100.0
1615,277.5806196551389,-177.58062,981.91132,100.0
1616,231.63725936934568,-131.63726,1120.4769,100.0
1617,166.358802979806,-66.358804,1190.3282,100.0
1618,87.94802052424353,12.051979,1177.6419,100.0
1619,12.569549272683838,87.430451,1085.6099,100.0
1620,0.0,100.0,980.34672,100.0
1621,0.0,100.0,875.08356,100.0
1622,0.0,100.0,769.82041,100.0
1623,0.0,100.0,664.55725,100.0
1624,0.0,100.0,559.29409,100.0
1625,0.0,100.0,454.03093,100.0
1626,0.0,100.0,348.76777,100.0
1627,0.0,100.0,243.50462,100.0
1628,0.0,100.0,138.24146,100.0
1629,0.0,65.664692,69.120729,65.664692
1630,0.0,32.832346,34.560364,32.832346
1631,0.0,16.416173,17.280182,16.416173
1632,6.271271049961613,8.2080866,8.6400911,14.479358
1633,77.51077182117098,4.1040433,4.3200456,81.614815
1634,156.99090135200095,-56.990902,64.310469,100.0
1635,224.50634216875537,-124.50634,195.36978,100.0
1636,273.33633782892633,-173.33634,377.82908,100.0
1637,299.56100480827996,-199.56101,587.8933,100.0
1638,301.20109450211913,-201.2011,799.68393,100.0
1639,278.13609219107485,-178.13609,987.1956,100.0
1640,232.1028582682274,-132.10286,1126.2512,100.0
1641,166.7529157360351,-66.752916,1196.5175,100.0
1642,88.29080613710101,11.709194,1184.192,100.0
1643,12.799615855233156,87.200384,1092.4021,100.0
1644,0.0,100.0,987.13897,100.0
1645,0.0,100.0,881.87581,100.0
1646,0.0,100.0,776.61265,100.0
1647,0.0,100.0,671.34949,100.0
1648,0.0,100.0,566.08634,100.0
1649,0.0,100.0,460.82318,100.0
1650,0.0,100.0,355.56002,100.0
1651,0.0,100.0,250.29686,100.0
1652,0.0,100.0,145.03371,100.0
1653,0.0,68.89101,72.516853,68.89101
1654,0.0,34.445505,36.258426,34.445505
1655,0.0,17.222753,18.129213,17.222753
1656,6.8120937981551055,8.6113763,9.0646066,15.42347
1657,78.54014653048796,4.3056881,4.5323033,82.845835
1658,158.00907811342253,-58.009079,65.594491,100.0
1659,225.45359647293716,-125.4536,197.65091,100.0
1660,274.18948221923245,-174.18948,381.00826,100.0
1661,300.30864932882264,-200.30865,591.85947,100.0
1662,301.84060520821856,-201.84061,804.32327,100.0
1663,278.6729948902224,-178.673,992.40011,100.0
1664,232.55035658045253,-132.55036,1131.9268,100.0
1665,167.13088840688079,-67.130889,1202.5909,100.0
1666,88.62102163229775,11.378978,1190.613,100.0
1667,13.02517946430133,86.97482,1099.0606,100.0
1668,0.0,100.0,993.79742,100.0
1669,0.0,100.0,888.53426,100.0
1670,0.0,100.0,783.2711,100.0
1671,0.0,100.0,678.00795,100.0
1672,0.0,100.0,572.74479,100.0
1673,0.0,100.0,467.48163,100.0
1674,0.0,100.0,362.21847,100.0
1675,0.0,100.0,256.95531,100.0
1676,0.0,100.0,151.69216,100.0
1677,0.0,72.053774,75.846078,72.053774
1678,0.0,36.026887,37.923039,36.026887
1679,0.0,18.013444,18.96152,18.013444
1680,7.375681070785202,9.0067218,9.4807598,16.382403
1681,79.57271216457835,4.5033609,4.7403799,84.076073
1682,159.02450989886742,-59.024511,66.871444,100.0
1683,226.3930001547021,-126.393,199.91671,100.0
1684,275.03037651778817,-175.03038,384.15921,100.0
1685,301.0406247123564,-201.04063,595.78092,100.0
1686,302.46224797626854,-202.46225,808.89908,100.0
1687,279.191211557775,-179.19121,997.52141,100.0
1688,232.97980630478688,-132.97981,1137.5002,100.0
1689,167.4929150881526,-67.492916,1208.5453,100.0
1690,88.938952880667,11.061047,1196.9021,100.0
1691,13.246357962262334,86.753642,1105.5825,100.0
1692,0.0,100.0,1000.3193,100.0
1693,0.0,100.0,895.05618,100.0
1694,0.0,100.0,789.79302,100.0
1695,0.0,100.0,684.52987,100.0
1696,0.0,100.0,579.26671,100.0
1697,0.0,100.0,474.00355,100.0
1698,0.0,100.0,368.74039,100.0
1699,0.0,100.0,263.47723,100.0
1700,0.0,100.0,158.21408,100.0
1701,0.0,75.151686,79.107038,75.151686
1702,0.0,37.575843,39.553519,37.575843
1703,0.0,18.787922,19.776759,18.787922
1704,7.961245074712084,9.3939608,9.8883797,17.355206
1705,80.60758893126183,4.6969804,4.9441899,85.30457
1706,160.03634464734634,-60.036345,68.140343,100.0
1707,227.32379657149127,-127.3238,202.16539,100.0
1708,275.85840127255744,-175.8584,387.2795,100.0
1709,301.75647533617564,-201.75648,599.65474,100.0
1710,303.06574439888783,-203.06575,813.40816,100.0
1711,279.6906411377937,-179.69064,1002.5562,100.0
1712,233.3912706002564,-133.39127,1142.9681,100.0
1713,167.83919611268743,-67.839197,1214.3777,100.0
1714,89.24488692379272,10.755113,1203.0566,100.0
1715,13.463276486141957,86.536723,1111.9653,100.0
1716,0.0,100.0,1006.7021,100.0
1717,0.0,100.0,901.43897,100.0
1718,0.0,100.0,796.17581,100.0
1719,0.0,100.0,690.91265,100.0
1720,0.0,100.0,585.6495,100.0
1721,0.0,100.0,480.38634,100.0
1722,0.0,100.0,375.12318,100.0
1723,0.0,100.0,269.86002,100.0
1724,0.0,100.0,164.59687,100.0
1725,0.0,78.183511,82.298433,78.183511
1726,0.0,39.091755,41.149216,39.091755
1727,0.0,19.545878,20.574608,19.545878
1728,8.56792939506707,9.7729389,10.287304,18.340868
1729,81.64390628178505,4.8864694,5.143652,86.530376
1730,161.0437467203616,-61.043747,69.400228,100.0
1731,228.24524822667826,-128.24525,204.39523,100.0
1732,276.67295674442886,-176.67296,390.36676,100.0
1733,302.4557639617936,-202.45577,603.47809,100.0
1734,303.65083141717565,-203.65083,817.84739,100.0
1735,280.1711934059338,-180.17119,1007.5013,100.0
1736,233.78481783431093,-133.78482,1148.3274,100.0
1737,168.16993074826806,-68.169931,1220.0852,100.0
1738,89.53910406995334,10.460896,1209.0738,100.0
1739,13.676061180567132,86.323939,1118.2065,100.0
1740,0.0,100.0,1012.9433,100.0
1741,0.0,100.0,907.68014,100.0
1742,0.0,100.0,802.41698,100.0
1743,0.0,100.0,697.15382,100.0
1744,0.0,100.0,591.89067,100.0
1745,0.0,100.0,486.62751,100.0
1746,0.0,100.0,381.36435,100.0
1747,0.0,100.0,276.10119,100.0
1748,0.0,100.0,170.83803,100.0
1749,0.0,81.148066,85.419017,81.148066
1750,0.0,40.574033,42.709508,40.574033
1751,0.0,20.287016,21.354754,20.287016
1752,9.19482085445711,10.143508,10.677377,19.338329
1753,82.68080808131629,5.0717541,5.3386885,87.752563
1754,162.04590123124078,-62.045902,70.650164,100.0
1755,229.156639910409,-129.15664,206.60452,100.0
1756,277.47346447572323,-177.47347,393.4187,100.0
1757,303.13807156342597,-203.13807,607.24825,100.0
1758,304.2172593293429,-204.21726,822.21378,100.0
1759,280.6327852361602,-180.63279,1012.3536,100.0
1760,234.16051628233606,-134.16052,1153.5752,100.0
1761,168.48531075825113,-68.485311,1225.665,100.0
1762,89.82187082930865,10.178129,1214.9511,100.0
1763,13.884833469027384,86.115166,1124.3036,100.0
1764,0.0,100.0,1019.0404,100.0
1765,0.0,100.0,913.77728,100.0
1766,0.0,100.0,808.51412,100.0
1767,0.0,100.0,703.25096,100.0
1768,0.0,100.0,597.98781,100.0
1769,0.0,100.0,492.72465,100.0
1770,0.0,100.0,387.46149,100.0
1771,0.0,100.0,282.19833,100.0
1772,0.0,100.0,176.93517,100.0
1773,0.0,84.044208,88.467587,84.044208
1774,0.0,42.022104,44.233794,42.022104
1775,0.0,21.011052,22.116897,21.011052
1776,9.836672935344628,10.505526,11.058448,20.342199
1777,83.70544158460409,5.252763,5.5292242,88.958205
1778,163.02756172116392,-63.027562,71.874027,100.0
1779,230.04176524627042,-130.04177,208.7601,100.0
1780,278.2433374903465,-178.24334,396.38466,100.0
1781,303.78674559637415,-203.78675,610.89703,100.0
1782,304.74853090768244,-204.74853,826.4218,100.0
1783,281.05928080641354,-181.05928,1017.0105,100.0
1784,234.50285980177307,-134.50286,1158.5925,100.0
1785,168.77094586945978,-68.770947,1230.9829,100.0
1786,90.08113186142033,9.9188678,1220.542,100.0
1787,14.084396677972993,85.915603,1130.1046,100.0
1788,0.0,100.0,1024.8414,100.0
1789,0.0,100.0,919.57824,100.0
1790,0.0,100.0,814.31508,100.0
1791,0.0,100.0,709.05192,100.0
1792,0.0,100.0,603.78877,100.0
1793,0.0,100.0,498.52561,100.0
1794,0.0,100.0,393.26245,100.0
1795,0.0,100.0,287.99929,100.0
1796,0.0,100.0,182.73613,100.0
1797,0.0,86.799664,91.368067,86.799664
1798,0.0,43.399832,45.684033,43.399832
1799,0.0,21.699916,22.842017,21.699916
1800,10.492005535210755,10.849958,11.421008,21.341964
1801,84.71690941515935,5.424979,5.7105042,90.141889
1802,163.98796566372317,-63.987966,73.066258,100.0
1803,230.8999859070199,-130.89999,210.85572,100.0
1804,278.9820786260052,-178.98208,399.25791,100.0
1805,304.4014434083684,-204.40144,614.41732,100.0
1806,305.2444623871228,-205.24446,830.46413,100.0
1807,281.45064899101055,-181.45065,1021.4648,100.0
1808,234.81195253148448,-134.81195,1163.3721,100.0
1809,169.0270452639527,-69.027046,1236.0322,100.0
1810,90.31714288432418,9.6828568,1225.8397,100.0
1811,14.274763374385445,85.725237,1135.6026,100.0
1812,0.0,100.0,1030.3394,100.0
1813,0.0,100.0,925.07629,100.0
1814,0.0,100.0,819.81313,100.0
1815,0.0,100.0,714.54997,100.0
1816,0.0,100.0,609.28682,100.0
1817,0.0,100.0,504.02366,100.0
1818,0.0,100.0,398.7605,100.0
1819,0.0,100.0,293.49734,100.0
1820,0.0,100.0,188.23419,100.0
1821,0.0,89.411238,94.117093,89.411238
1822,0.0,44.705619,47.058546,44.705619
1823,0.0,22.35281,23.529273,22.35281
1824,11.163938539299435,11.176405,11.764637,22.340343
1825,85.72641406698496,5.5882024,5.8823183,91.314617
1826,164.94083874501908,-64.940839,74.241097,100.0
1827,231.7461953984315,-131.7462,212.9213,100.0
1828,279.7052282290778,-179.70523,402.0847,100.0
1829,304.99807192123075,-204.99807,617.87215,100.0
1830,305.7211183167962,-205.72112,834.42069,100.0
1831,281.82289489779,-181.8229,1025.8132,100.0
1832,235.10343855512002,-135.10344,1168.0274,100.0
1833,169.26834969644327,-69.26835,1240.9414,100.0
1834,90.54242772155514,9.4575719,1230.9861,100.0
1835,14.46130994351112,85.53869,1140.9454,100.0
1836,0.0,100.0,1035.6822,100.0
1837,0.0,100.0,930.41904,100.0
1838,0.0,100.0,825.15588,100.0
1839,0.0,100.0,719.89272,100.0
1840,0.0,100.0,614.62956,100.0
1841,0.0,100.0,509.3664,100.0
1842,0.0,100.0,404.10325,100.0
1843,0.0,100.0,298.84009,100.0
1844,0.0,100.0,193.57693,100.0
1845,0.0,91.949042,96.788465,91.949042
1846,0.0,45.974521,48.394233,45.974521
1847,0.0,22.987261,24.197116,22.987261
1848,11.851453014874107,11.49363,12.098558,23.345083
1849,86.73319733824812,5.7468151,6.0492791,92.480013
1850,165.88548240499256,-65.885483,75.402419,100.0
1851,232.57979507620237,-132.5798,214.9601,100.0
1852,280.412313705487,-180.41231,404.8678,100.0
1853,305.5762983453706,-205.5763,621.2639,100.0
1854,306.1783084425213,-206.17831,838.2937,100.0
1855,282.1759629480363,-182.17596,1030.0579,100.0
1856,235.37737920398047,-135.37738,1172.5604,100.0
1857,169.49501004935271,-69.495011,1245.713,100.0
1858,90.75718522207765,9.2428144,1235.9837,100.0
1859,14.644126753328765,85.355873,1146.1355,100.0
1860,0.0,100.0,1040.8723,100.0
1861,0.0,100.0,935.60914,100.0
1862,0.0,100.0,830.34598,100.0
1863,0.0,100.0,725.08283,100.0
1864,0.0,100.0,619.81967,100.0
1865,0.0,100.0,514.55651,100.0
1866,0.0,100.0,409.29335,100.0
1867,0.0,100.0,304.0302,100.0
1868,0.0,100.0,198.76704,100.0
1869,0.0,94.414343,99.383519,94.414343
1870,0.0,47.207171,49.691759,47.207171
1871,0.0,23.603586,24.84588,23.603586
1872,12.553520373842899,11.801793,12.42294,24.355313
1873,87.73652651249951,5.9008964,6.2114699,93.637423
1874,166.82122886414732,-66.82123,76.549606,100.0
1875,233.4002181640547,-133.40022,216.97089,100.0
1876,281.1028929241662,-181.10289,407.60551,100.0
1877,306.1358169359363,-206.13582,624.59059,100.0
1878,306.61586446974735,-206.61587,842.08097,100.0
1879,282.50981316758663,-182.50981,1034.1966,100.0
1880,235.63384424015393,-135.63385,1176.969,100.0
1881,169.70717825890816,-69.707179,1250.345,100.0
1882,90.96160860119254,9.038391,1240.8309,100.0
1883,14.823300865757792,85.176699,1151.1712,100.0
1884,0.0,100.0,1045.9081,100.0
1885,0.0,100.0,940.64492,100.0
1886,0.0,100.0,835.38176,100.0
1887,0.0,100.0,730.1186,100.0
1888,0.0,100.0,624.85544,100.0
1889,0.0,100.0,519.59229,100.0
1890,0.0,100.0,414.32913,100.0
1891,0.0,100.0,309.06597,100.0
1892,0.0,100.0,203.80281,100.0
1893,0.0,96.806336,101.90141,96.806336
1894,0.0,48.403168,50.950703,48.403168
1895,0.0,24.201584,25.475351,24.201584
1896,13.269105598946199,12.100792,12.737676,25.369898
1897,88.73569065464267,6.050396,6.3688379,94.786087
1898,167.74743772345568,-67.747438,77.681931,100.0
1899,234.20692731318582,-134.20693,218.95238,100.0
1900,281.77655315453273,-181.77655,410.29612,100.0
1901,306.6763495355061,-206.67635,627.85018,100.0
1902,307.03364232275686,-207.03364,845.78033,100.0
1903,282.82442513034465,-182.82443,1038.2271,100.0
1904,235.87291734210007,-135.87292,1181.2512,100.0
1905,169.90501395745028,-69.905015,1254.8354,100.0
1906,91.15589267825261,8.844107,1245.5259,100.0
1907,14.99892074554967,85.001079,1156.051,100.0
1908,0.0,100.0,1050.7879,100.0
1909,0.0,100.0,945.52472,100.0
1910,0.0,100.0,840.26156,100.0
1911,0.0,100.0,734.9984,100.0
1912,0.0,100.0,629.73525,100.0
1913,0.0,100.0,524.47209,100.0
1914,0.0,100.0,419.20893,100.0
1915,0.0,100.0,313.94577,100.0
1916,0.0,100.0,208.68261,100.0
1917,0.0,99.124242,104.34131,99.124242
1918,0.0,49.562121,52.170654,49.562121
1919,0.0,24.781061,26.085327,24.781061
1920,13.997168043441336,12.39053,13.042663,26.387698
1921,89.7299946562435,6.1952651,6.5213317,95.92526
1922,168.66349026058953,-68.663491,78.798691,100.0
1923,234.99941004048276,-134.99941,220.90333,100.0
1924,282.4329080287474,-182.43291,412.93797,100.0
1925,307.1976443269079,-207.19765,631.04076,100.0
1926,307.4315227849785,-207.43152,849.38973,100.0
1927,283.1198004471156,-183.1198,1042.1474,100.0
1928,236.09470025252276,-136.0947,1185.405,100.0
