Hour,Solar (MW),Charge (MW),Discharge (MW),SOC (MWh),Energy Served (MW)
2508,0.0,0.0,100.0,2349.427,100.0
2509,0.0,0.0,100.0,2238.3159,100.0
2510,0.0,0.0,100.0,2127.2048,100.0
2511,0.0,0.0,100.0,2016.0937,100.0
2512,0.0,0.0,100.0,1904.9826,100.0
2513,0.0,0.0,100.0,1793.8715,100.0
2514,0.0,0.0,100.0,1682.7603,100.0
2515,0.0,0.0,100.0,1571.6492,100.0
2516,0.0,0.0,100.0,1460.5381,100.0
2517,0.0,0.0,100.0,1349.427,100.0
2518,1.6273640435764363,1.6273641,100.0,1239.7805,100.0
2519,74.21273749654164,74.212738,100.0,1195.4609,100.0
2520,172.83813580872516,172.83814,100.0,1239.9041,100.0
2521,264.34205955607496,264.34206,100.0,1366.7008,100.0
2522,338.55787367965274,338.55788,100.0,1560.2918,100.0
2523,389.4579451021805,389.45795,100.0,1799.6929,100.0
2524,413.22970277416323,413.22971,100.0,2060.4885,100.0
2525,408.14380041551703,408.1438,100.0,2316.7068,100.0
2526,374.5781120743453,374.57812,100.0,2542.716,100.0
2527,315.0087392668448,315.00874,100.0,2715.1127,100.0
2528,233.99746564506185,233.99747,100.0,2814.5994,100.0
2529,138.53938421133554,138.53939,100.0,2828.1737,100.0
2530,41.75334169029596,41.753342,100.0,2754.6406,100.0
2531,0.0,0.0,100.0,2643.5295,100.0
2532,0.0,0.0,100.0,2532.4184,100.0
2533,0.0,0.0,100.0,2421.3073,100.0
2534,0.0,0.0,100.0,2310.1961,100.0
2535,0.0,0.0,100.0,2199.085,100.0
2536,0.0,0.0,100.0,2087.9739,100.0
2537,0.0,0.0,100.0,1976.8628,100.0
2538,0.0,0.0,100.0,1865.7517,100.0
2539,0.0,0.0,100.0,1754.6406,100.0
2540,0.0,0.0,100.0,1643.5295,100.0
2541,0.0,0.0,100.0,1532.4184,100.0
2542,2.069604641610011,2.0696047,100.0,1423.1699,100.0
2543,75.92822889971984,75.92823,100.0,1380.3942,100.0
2544,174.46087529940644,174.46088,100.0,1426.2979,100.0
2545,265.7619595472919,265.76196,100.0,1554.3725,100.0
2546,339.76794691541363,339.76795,100.0,1749.0526,100.0
2547,390.47874499487887,390.47875,100.0,1989.3723,100.0
2548,414.0976575299391,414.09766,100.0,2250.9491,100.0
2549,408.9067211517549,408.90672,100.0,2507.8541,100.0
2550,375.2914550181301,375.29146,100.0,2734.5053,100.0
2551,315.73158032448566,315.73158,100.0,2907.5526,100.0
2552,234.78724224817586,234.78724,100.0,3007.75,100.0
2553,139.43860689793996,139.43861,100.0,3022.1336,100.0
2554,42.678246405176246,42.678247,100.0,2949.4329,100.0
2555,0.0,0.0,100.0,2838.3218,100.0
2556,0.0,0.0,100.0,2727.2107,100.0
2557,0.0,0.0,100.0,2616.0996,100.0
2558,0.0,0.0,100.0,2504.9885,100.0
2559,0.0,0.0,100.0,2393.8774,100.0
2560,0.0,0.0,100.0,2282.7663,100.0
2561,0.0,0.0,100.0,2171.6551,100.0
2562,0.0,0.0,100.0,2060.544,100.0
2563,0.0,0.0,100.0,1949.4329,100.0
2564,0.0,0.0,100.0,1838.3218,100.0
2565,0.0,0.0,100.0,1727.2107,100.0
2566,2.568284373688565,2.5682844,100.0,1618.411,100.0
2567,77.61713377851414,77.617134,100.0,1577.1554,100.0
2568,176.04906062622436,176.04906,100.0,1624.4884,100.0
2569,267.14578220317543,267.14578,100.0,1753.8085,100.0
2570,340.94232779260415,340.94233,100.0,1949.5455,100.0
2571,391.4655687008777,391.46557,100.0,2190.7534,100.0
2572,414.93444626486763,414.93445,100.0,2453.0833,100.0
2573,409.6421488139237,409.64215,100.0,2710.6501,100.0
2574,375.9815712825827,375.98157,100.0,2937.9224,100.0
2575,316.435753690151,316.43576,100.0,3111.6035,100.0
2576,235.5628995008367,235.5629,100.0,3212.499,100.0
2577,140.32810973128198,140.32811,100.0,3227.6832,100.0
2578,43.60091168267036,43.600912,100.0,3155.8129,100.0
2579,0.0,0.0,100.0,3044.7018,100.0
2580,0.0,0.0,100.0,2933.5907,100.0
2581,0.0,0.0,100.0,2822.4795,100.0
2582,0.0,0.0,100.0,2711.3684,100.0
2583,0.0,0.0,100.0,2600.2573,100.0
2584,0.0,0.0,100.0,2489.1462,100.0
2585,0.0,0.0,100.0,2378.0351,100.0
2586,0.0,0.0,100.0,2266.924,100.0
2587,0.0,0.0,100.0,2155.8129,100.0
2588,0.0,0.0,100.0,2044.7018,100.0
2589,0.0,0.0,100.0,1933.5907,100.0
2590,3.1206772276249044,3.1206773,100.0,1825.2882,100.0
2591,79.27844056256832,79.278441,100.0,1785.5276,100.0
2592,177.6021749485829,177.60218,100.0,1834.2585,100.0
2593,268.49322249202737,268.49322,100.0,1964.7913,100.0
2594,342.08088995286005,342.08089,100.0,2161.553,100.0
2595,392.4184403407143,392.41844,100.0,2403.6185,100.0
2596,415.74020662880775,415.74021,100.0,2666.6735,100.0
2597,410.3502898488007,410.35029,100.0,2924.8777,100.0
2598,376.6486865072449,376.64869,100.0,3152.7504,100.0
2599,317.12145319361707,317.12146,100.0,3327.0486,100.0
2600,236.3245506037338,236.32455,100.0,3428.6296,100.0
2601,141.20787943694583,141.20788,100.0,3444.6056,100.0
2602,44.52103937025197,44.52104,100.0,3373.5634,100.0
2603,0.0,0.0,100.0,3262.4523,100.0
2604,0.0,0.0,100.0,3151.3412,100.0
2605,0.0,0.0,100.0,3040.2301,100.0
2606,0.0,0.0,100.0,2929.1189,100.0
2607,0.0,0.0,100.0,2818.0078,100.0
2608,0.0,0.0,100.0,2706.8967,100.0
2609,0.0,0.0,100.0,2595.7856,100.0
2610,0.0,0.0,100.0,2484.6745,100.0
2611,0.0,0.0,100.0,2373.5634,100.0
2612,0.0,0.0,100.0,2262.4523,100.0
2613,0.0,0.0,100.0,2151.3412,100.0
2614,3.7233399250786134,3.72334,100.0,2043.5811,100.0
2615,80.91120173771276,80.911202,100.0,2005.29,100.0
2616,179.11974610796014,179.11975,100.0,2055.3867,100.0
2617,269.8040169846053,269.80402,100.0,2187.0992,100.0
2618,343.18354420638394,343.18355,100.0,2384.8533,100.0
2619,393.3374150385844,393.33742,100.0,2627.7458,100.0
2620,416.5150998362005,416.5151,100.0,2891.4983,100.0
2621,411.0313660707571,411.03137,100.0,3150.3155,100.0
2622,377.29303332115785,377.29304,100.0,3378.7681,100.0
2623,317.7888717168513,317.78887,100.0,3553.6669,100.0
2624,237.07230087769707,237.0723,100.0,3655.9209,100.0
2625,142.07788988894023,142.07789,100.0,3672.6799,100.0
2626,45.43832331823447,45.438324,100.0,3602.4633,100.0
2627,0.0,0.0,100.0,3491.3522,100.0
2628,0.0,0.0,100.0,3380.2411,100.0
2629,0.0,0.0,100.0,3269.1299,100.0
2630,0.0,0.0,100.0,3158.0188,100.0
2631,0.0,0.0,100.0,3046.9077,100.0
2632,0.0,0.0,100.0,2935.7966,100.0
2633,0.0,0.0,100.0,2824.6855,100.0
2634,0.0,0.0,100.0,2713.5744,100.0
2635,0.0,0.0,100.0,2602.4633,100.0
2636,0.0,0.0,100.0,2491.3522,100.0
2637,0.0,0.0,100.0,2380.2411,100.0
2638,4.372328963114266,4.372329,100.0,2273.065,100.0
2639,82.51452319555987,82.514524,100.0,2236.217,100.0
2640,180.60133711930533,180.60134,100.0,2287.6471,100.0
2641,271.0779352827536,271.07794,100.0,2420.5061,100.0
2642,344.2502314973251,344.25023,100.0,2619.2202,100.0
2643,394.2225738562572,394.22258,100.0,2862.9094,100.0
2644,417.2593077971048,417.25931,100.0,3127.3317,100.0
2645,411.68561408192073,411.68562,100.0,3386.7377,100.0
2646,377.91485297851557,377.91486,100.0,3615.7499,100.0
2647,318.4382047558897,318.43821,100.0,3791.2332,100.0
2648,237.80625289833182,237.80625,100.0,3894.1477,100.0
2649,142.93810809786325,142.93811,100.0,3911.6809,100.0
2650,46.35245434727421,46.352455,100.0,3842.287,100.0
2651,0.0,0.0,100.0,3731.1759,100.0
2652,0.0,0.0,100.0,3620.0648,100.0
2653,0.0,0.0,100.0,3508.9537,100.0
2654,0.0,0.0,100.0,3397.8425,100.0
2655,0.0,0.0,100.0,3286.7314,100.0
2656,0.0,0.0,100.0,3175.6203,100.0
2657,0.0,0.0,100.0,3064.5092,100.0
2658,0.0,0.0,100.0,2953.3981,100.0
2659,0.0,0.0,100.0,2842.287,100.0
2660,0.0,0.0,100.0,2731.1759,100.0
2661,0.0,0.0,100.0,2620.0648,100.0
2662,5.063381812099013,5.0633819,100.0,2513.5107,100.0
2663,84.08755404605611,84.087555,100.0,2478.0784,100.0
2664,182.04653723914453,182.04654,100.0,2530.8092,100.0
2665,272.31477214300975,272.31477,100.0,2664.7813,100.0
2666,345.28091657861404,345.28092,100.0,2864.4231,100.0
2667,395.07401942280126,395.07402,100.0,3108.8786,100.0
2668,417.97303091809863,417.97303,100.0,3373.9432,100.0
2669,412.3132852943355,412.31329,100.0,3633.914,100.0
2670,378.51439749882655,378.5144,100.0,3863.4659,100.0
2671,319.06965444830433,319.06966,100.0,4039.5175,100.0
2672,238.5265119624335,238.52651,100.0,4143.0802,100.0
2673,143.78850056452154,143.7885,100.0,4161.3788,100.0
2674,47.263125662213504,47.263126,100.0,4092.8045,100.0
2675,0.0,0.0,100.0,3981.6934,100.0
2676,0.0,0.0,100.0,3870.5822,100.0
2677,0.0,0.0,100.0,3759.4711,100.0
2678,0.0,0.0,100.0,3648.36,100.0
2679,0.0,0.0,100.0,3537.2489,100.0
2680,0.0,0.0,100.0,3426.1378,100.0
2681,0.0,0.0,100.0,3315.0267,100.0
2682,0.0,0.0,100.0,3203.9156,100.0
2683,0.0,0.0,100.0,3092.8045,100.0
2684,0.0,0.0,100.0,2981.6934,100.0
2685,0.0,0.0,100.0,2870.5822,100.0
2686,5.7920627634142186,5.7920628,100.0,2764.684,100.0
2687,85.62947899016912,85.62948,100.0,2730.6394,100.0
2688,183.45495571182423,183.45496,100.0,2784.6378,100.0
2689,273.5143420689718,273.51434,100.0,2919.6896,100.0
2690,346.2755839224252,346.27559,100.0,3120.2265,100.0
2691,395.89187341522944,395.89188,100.0,3365.4181,100.0
2692,418.6564873456009,418.65649,100.0,3631.0978,100.0
2693,412.91464698455036,412.91465,100.0,3891.6099,100.0
2694,379.0919324451654,379.09194,100.0,4121.6815,100.0
2695,319.68343388486437,319.68344,100.0,4298.2855,100.0
2696,239.23319161415833,239.23319,100.0,4402.4842,100.0
2697,144.62903949007284,144.62904,100.0,4421.5393,100.0
2698,48.17003831695265,48.170039,100.0,4353.7812,100.0
2699,0.0,0.0,100.0,4242.6701,100.0
2700,0.0,0.0,100.0,4131.559,100.0
2701,0.0,0.0,100.0,4020.4479,100.0
2702,0.0,0.0,100.0,3909.3367,100.0
2703,0.0,0.0,100.0,3798.2256,100.0
2704,0.0,0.0,100.0,3687.1145,100.0
2705,0.0,0.0,100.0,3576.0034,100.0
2706,0.0,0.0,100.0,3464.8923,100.0
2707,0.0,0.0,100.0,3353.7812,100.0
2708,0.0,0.0,100.0,3242.6701,100.0
2709,0.0,0.0,100.0,3131.559,100.0
2710,6.553877203060493,6.5538773,100.0,3026.3463,100.0
2711,87.1395143813177,87.139515,100.0,2993.6608,100.0
2712,184.8262190781878,184.82622,100.0,3048.8933,100.0
2713,274.6764771128039,274.67648,100.0,3184.991,100.0
2714,347.2342362362123,347.23424,100.0,3386.3907,100.0
2715,396.6762760253699,396.67628,100.0,3632.2882,100.0
2716,419.30991348612497,419.30992,100.0,3898.5561,100.0
2717,413.4899839143953,413.48999,100.0,4159.5859,100.0
2718,379.6477396372669,379.64774,100.0,4390.1578,100.0
2719,320.27977078380076,320.27977,100.0,4567.2985,100.0
2720,239.92641814867832,239.92642,100.0,4672.1211,100.0
2721,145.4597077848282,145.45971,100.0,4691.9238,100.0
2722,49.07290568617663,49.072906,100.0,4624.9783,100.0
2723,0.0,0.0,100.0,4513.8672,100.0
2724,0.0,0.0,100.0,4402.7561,100.0
2725,0.0,0.0,100.0,4291.6449,100.0
2726,0.0,0.0,100.0,4180.5338,100.0
2727,0.0,0.0,100.0,4069.4227,100.0
2728,0.0,0.0,100.0,3958.3116,100.0
2729,0.0,0.0,100.0,3847.2005,100.0
2730,0.0,0.0,100.0,3736.0894,100.0
2731,0.0,0.0,100.0,3624.9783,100.0
2732,0.0,0.0,100.0,3513.8672,100.0
2733,0.0,0.0,100.0,3402.7561,100.0
2734,7.34435905453987,7.3443591,100.0,3298.2549,100.0
2735,88.61690749826634,88.616908,100.0,3266.899,100.0
2736,186.1599715147949,186.15997,100.0,3323.3318,100.0
2737,275.8010272828815,275.80103,100.0,3460.4417,100.0
2738,348.1568949773585,348.1569,100.0,3662.6717,100.0
2739,397.42738666870366,397.42739,100.0,3909.2453,100.0
2740,419.9335649957453,419.93357,100.0,4176.0744,100.0
2741,414.039599662162,414.0396,100.0,4437.5989,100.0
2742,380.1821188361742,380.18212,100.0,4668.6517,100.0
2743,320.85890957724274,320.85891,100.0,4846.3136,100.0
2744,240.6063330180761,240.60633,100.0,4951.7482,100.0
2745,146.2805017787662,146.2805,100.0,4972.2896,100.0
2746,49.971455923069236,49.971456,100.0,4906.1528,100.0
2747,0.0,0.0,100.0,4795.0417,100.0
2748,0.0,0.0,100.0,4683.9305,100.0
2749,0.0,0.0,100.0,4572.8194,100.0
2750,0.0,0.0,100.0,4461.7083,100.0
2751,0.0,0.0,100.0,4350.5972,100.0
2752,0.0,0.0,100.0,4239.4861,100.0
2753,0.0,0.0,100.0,4128.375,100.0
2754,0.0,0.0,100.0,4017.2639,100.0
2755,0.0,0.0,100.0,3906.1528,100.0
2756,0.0,0.0,100.0,3795.0417,100.0
2757,0.0,0.0,100.0,3683.9305,100.0
2758,8.159135980714755,8.159136,100.0,3580.1627,100.0
2759,90.06093773730059,90.060938,100.0,3550.1064,100.0
2760,187.4558768723025,187.45588,100.0,3607.7056,100.0
2761,276.8878622233668,276.88786,100.0,3745.7935,100.0
2762,349.0436016742955,349.0436,100.0,3948.8217,100.0
2763,398.14538493664514,398.14539,100.0,4196.0414,100.0
2764,420.52771740468614,420.52772,100.0,4463.4052,100.0
2765,414.56381696994976,414.56382,100.0,4725.4016,100.0
2766,380.69538790738795,380.69539,100.0,4956.9163,100.0
2767,321.42111145214324,321.42111,100.0,5135.0842,100.0
2768,241.27309289150543,241.27309,100.0,5241.1189,100.0
2769,147.09143134140976,147.09143,100.0,5262.3901,100.0
2770,50.86543219597036,50.865433,100.0,5197.0578,100.0
2771,0.004434916527334073,0.0044349166,100.0,5085.9507,100.0
2772,0.0,0.0,100.0,4974.8396,100.0
2773,0.0,0.0,100.0,4863.7285,100.0
2774,0.0,0.0,100.0,4752.6174,100.0
2775,0.0,0.0,100.0,4641.5063,100.0
2776,0.0,0.0,100.0,4530.3952,100.0
2777,0.0,0.0,100.0,4419.284,100.0
2778,0.0,0.0,100.0,4308.1729,100.0
2779,0.0,0.0,100.0,4197.0618,100.0
2780,0.0,0.0,100.0,4085.9507,100.0
2781,0.0,0.0,100.0,3974.8396,100.0
2782,8.993976308547126,8.9939764,100.0,3871.8231,100.0
2783,91.47091836511785,91.470919,100.0,3843.0358,100.0
2784,188.7136210564706,188.71362,100.0,3901.7669,100.0
2785,277.93687310772816,277.93688,100.0,4040.799,100.0
2786,349.8944191561028,349.89442,100.0,4244.5929,100.0
2787,398.8304711563285,398.83047,100.0,4492.4292,100.0
2788,421.0926660127042,421.09267,100.0,4760.3015,100.0
2789,415.0629770410197,415.06298,100.0,5022.7471,100.0
2790,381.1878816175047,381.18788,100.0,5254.705,100.0
2791,321.9666527851614,321.96666,100.0,5433.3639,100.0
2792,241.9268679120466,241.92687,100.0,5539.987,100.0
2793,147.89251819226862,147.89252,100.0,5561.9791,100.0
2794,51.75459124555952,51.754592,100.0,5497.4472,100.0
2795,0.012828697802866605,0.012828698,100.0,5386.3476,100.0
2796,0.0,0.0,100.0,5275.2365,100.0
2797,0.0,0.0,100.0,5164.1254,100.0
2798,0.0,0.0,100.0,5053.0143,100.0
2799,0.0,0.0,100.0,4941.9032,100.0
2800,0.0,0.0,100.0,4830.792,100.0
2801,0.0,0.0,100.0,4719.6809,100.0
2802,0.0,0.0,100.0,4608.5698,100.0
2803,0.0,0.0,100.0,4497.4587,100.0
2804,0.0,0.0,100.0,4386.3476,100.0
2805,0.0,0.0,100.0,4275.2365,100.0
2806,9.844821191079696,9.8448213,100.0,4172.9857,100.0
2807,92.84619799305217,92.846199,100.0,4145.4362,100.0
2808,189.93291401716078,189.93292,100.0,4205.2647,100.0
2809,278.94797407883567,278.94798,100.0,4345.2068,100.0
2810,350.70943231012006,350.70944,100.0,4549.7341,100.0
2811,399.4828664208475,399.48287,100.0,4798.1576,100.0
2812,421.62872522345555,421.62873,100.0,5066.5124,100.0
2813,415.53743824410367,415.53744,100.0,5329.385,100.0
2814,381.65994981364577,381.65995,100.0,5561.7678,100.0
2815,322.4958229756166,322.49583,100.0,5740.9029,100.0
2816,242.5678392970541,242.56784,100.0,5848.1029,100.0
2817,148.68379354434148,148.68379,100.0,5870.8072,100.0
2818,52.63870139381132,52.638702,100.0,5807.0709,100.0
2819,0.02533880460468249,0.025338805,100.0,5695.9826,100.0
2820,0.0,0.0,100.0,5584.8715,100.0
2821,0.0,0.0,100.0,5473.7604,100.0
2822,0.0,0.0,100.0,5362.6493,100.0
2823,0.0,0.0,100.0,5251.5382,100.0
2824,0.0,0.0,100.0,5140.427,100.0
2825,0.0,0.0,100.0,5029.3159,100.0
2826,0.0,0.0,100.0,4918.2048,100.0
2827,0.0,0.0,100.0,4807.0937,100.0
2828,0.0,0.0,100.0,4695.9826,100.0
2829,0.0,0.0,100.0,4584.8715,100.0
2830,10.70780515759075,10.707805,100.0,4483.3974,100.0
2831,94.18616144440506,94.186162,100.0,4457.0538,100.0
2832,191.11349105721328,191.11349,100.0,4517.9449,100.0
2833,279.9211030479115,279.92111,100.0,4658.7627,100.0
2834,351.48874832862947,351.48875,100.0,4863.9915,100.0
2835,400.1028122497914,400.10282,100.0,5112.9729,100.0
2836,422.1362276556882,422.13623,100.0,5381.7844,100.0
2837,415.9875747581063,415.98758,100.0,5645.0621,100.0
2838,382.1119557267624,382.11196,100.0,5877.8518,100.0
2839,323.0089225123364,323.00893,100.0,6057.4487,100.0
2840,243.19619741800585,243.1962,100.0,6165.2142,100.0
2841,149.4652962991175,149.4653,100.0,6188.6218,100.0
2842,53.517541049548775,53.517541,100.0,6125.6765,100.0
2843,0.04305007630221987,0.043050077,100.0,6014.6042,100.0
2844,0.0,0.0,100.0,5903.493,100.0
2845,0.0,0.0,100.0,5792.3819,100.0
2846,0.0,0.0,100.0,5681.2708,100.0
2847,0.0,0.0,100.0,5570.1597,100.0
2848,0.0,0.0,100.0,5459.0486,100.0
2849,0.0,0.0,100.0,5347.9375,100.0
2850,0.0,0.0,100.0,5236.8264,100.0
2851,0.0,0.0,100.0,5125.7153,100.0
2852,0.0,0.0,100.0,5014.6042,100.0
2853,0.0,0.0,100.0,4903.493,100.0
2854,11.579267574603472,11.579268,100.0,4802.8033,100.0
2855,95.49022987117738,95.490231,100.0,4777.6334,100.0
2856,192.25511331817452,192.25511,100.0,4839.5519,100.0
2857,280.85622184467576,280.85622,100.0,4981.2113,100.0
2858,352.2324964349846,352.2325,100.0,5187.1095,100.0
2859,400.69056997558124,400.69057,100.0,5436.6199,100.0
2860,422.6155232583324,422.61553,100.0,5705.8628,100.0
2861,416.4137755137897,416.41378,100.0,5969.524,100.0
2862,382.54427485153985,382.54428,100.0,6202.7028,100.0
2863,323.5062619292754,323.50626,100.0,6382.7473,100.0
2864,243.812140885256,243.81214,100.0,6491.0671,100.0
2865,150.23707242035144,150.23707,100.0,6515.1694,100.0
2866,54.39089828926175,54.390899,100.0,6453.0101,100.0
2867,0.06712857366088831,0.067128574,100.0,6341.9594,100.0
2868,0.0,0.0,100.0,6230.8483,100.0
2869,0.0,0.0,100.0,6119.7372,100.0
2870,0.0,0.0,100.0,6008.6261,100.0
2871,0.0,0.0,100.0,5897.5149,100.0
2872,0.0,0.0,100.0,5786.4038,100.0
2873,0.0,0.0,100.0,5675.2927,100.0
2874,0.0,0.0,100.0,5564.1816,100.0
2875,0.0,0.0,100.0,5453.0705,100.0
2876,0.0,0.0,100.0,5341.9594,100.0
2877,0.0,0.0,100.0,5230.8483,100.0
2878,12.45575713126868,12.455757,100.0,5130.9473,100.0
2879,96.75785999217028,96.757861,100.0,5106.9183,100.0
2880,193.3575673072956,193.35757,100.0,5169.829,100.0
2881,281.7533154895918,281.75332,100.0,5312.2959,100.0
2882,352.94082701940715,352.94083,100.0,5518.8315,100.0
2883,401.24641982427795,401.24642,100.0,5768.8422,100.0
2884,423.066978449736,423.06698,100.0,6038.4914,100.0
2885,416.8164435015658,416.81645,100.0,6302.5151,100.0
2886,382.957294510021,382.9573,100.0,6536.0655,100.0
2887,323.9881617090949,323.98816,100.0,6716.5437,100.0
2888,244.41587683854843,244.41588,100.0,6825.4069,100.0
2889,150.99917560969294,150.99918,100.0,6850.1951,100.0
2890,55.25857166326506,55.258572,100.0,6788.8167,100.0
2891,0.09878510919465593,0.09878511,100.0,6677.7945,100.0
2892,0.0,0.0,100.0,6566.6834,100.0
2893,0.0,0.0,100.0,6455.5723,100.0
2894,0.0,0.0,100.0,6344.4611,100.0
2895,0.0,0.0,100.0,6233.35,100.0
2896,0.0,0.0,100.0,6122.2389,100.0
2897,0.0,0.0,100.0,6011.1278,100.0
2898,0.0,0.0,100.0,5900.0167,100.0
2899,0.0,0.0,100.0,5788.9056,100.0
2900,0.0,0.0,100.0,5677.7945,100.0
2901,0.0,0.0,100.0,5566.6834,100.0
2902,13.334030980600042,13.334031,100.0,5467.5729,100.0
2903,97.98854238575116,97.988543,100.0,5444.6515,100.0
2904,194.4206635326508,194.42067,100.0,5508.5189,100.0
2905,282.6123907380931,282.61239,100.0,5651.759,100.0
2906,353.61391022916064,353.61391,100.0,5858.9004,100.0
2907,401.77065968934664,401.77066,100.0,6109.3829,100.0
2908,423.49097522745313,423.49098,100.0,6379.4137,100.0
2909,417.1959953230072,417.196,100.0,6643.7789,100.0
2910,383.35141393752934,383.35142,100.0,6877.6841,100.0
2911,324.45495291075656,324.45496,100.0,7058.5825,100.0
2912,245.00762215742168,245.00762,100.0,7167.9782,100.0
2913,151.7516689479136,151.75167,100.0,7193.4436,100.0
2914,56.120371878138606,56.120372,100.0,7132.8408,100.0
2915,0.13923602727737808,0.13923603,100.0,7021.855,100.0
2916,0.0,0.0,100.0,6910.7439,100.0
2917,0.0,0.0,100.0,6799.6328,100.0
2918,0.0,0.0,100.0,6688.5217,100.0
2919,0.0,0.0,100.0,6577.4106,100.0
2920,0.0,0.0,100.0,6577.4106,100.0
2921,0.0,0.0,100.0,6466.2995,100.0
2922,0.0,0.0,100.0,6355.1884,100.0
2923,0.0,0.0,100.0,6244.0772,100.0
2924,0.0,0.0,100.0,6132.9661,100.0
2925,0.0,0.0,100.0,6021.855,100.0
2926,14.211050059497268,14.21105,100.0,5923.5339,100.0
2927,99.18179932573163,99.1818,100.0,5901.6864,100.0
2928,195.4442345909152,195.44424,100.0,5966.4751,100.0
2929,283.4334741958563,283.43348,100.0,6110.4541,100.0
2930,354.25193422844734,354.25194,100.0,6318.1697,100.0
2931,402.2636037363856,402.26361,100.0,6569.0959,100.0
2932,423.8879102183143,423.88791,100.0,6839.4839,100.0
2933,417.5528607923791,417.55286,100.0,7104.1703,100.0
2934,383.72704447716706,383.72705,100.0,7338.4136,100.0
2935,324.9069779879185,324.90698,100.0,7519.7187,100.0
2936,245.5876047760291,245.58761,100.0,7629.6365,100.0
2937,152.49462668741322,152.49463,100.0,7655.7705,100.0
2938,56.97612359303298,56.976124,100.0,7595.9379,100.0
2939,0.18966457082195215,0.18966457,100.0,7484.9975,100.0
2940,0.0,0.0,100.0,7373.8864,100.0
2941,0.0,0.0,100.0,7262.7753,100.0
2942,0.0,0.0,100.0,7151.6642,100.0
2943,0.0,0.0,100.0,7040.5531,100.0
2944,0.0,0.0,100.0,6929.442,100.0
2945,0.0,0.0,100.0,6818.3308,100.0
2946,0.0,0.0,100.0,6707.2197,100.0
2947,0.0,0.0,100.0,6596.1086,100.0
2948,0.0,0.0,100.0,6484.9975,100.0
2949,0.0,0.0,100.0,6373.8864,100.0
2950,15.08397205966825,15.083972,100.0,6276.3509,100.0
2951,100.33718273346223,100.33718,100.0,6255.5432,100.0
2952,196.4281334193253,196.42814,100.0,6321.2174,100.0
2953,284.21661053350374,284.21661,100.0,6465.9013,100.0
2954,354.8551035517421,354.85511,100.0,6674.1598,100.0
2955,402.7255809517036,402.72558,100.0,6925.5017,100.0
2956,424.25819354031245,424.2582,100.0,7196.2229,100.0
2957,417.88748215701054,417.88749,100.0,7461.2106,100.0
2958,384.08460918547667,384.08461,100.0,7695.7756,100.0
2959,325.3445907768033,325.34459,100.0,7877.4746,100.0
2960,246.1560640748893,246.15607,100.0,7987.904,100.0
2961,153.22813490118023,153.22814,100.0,8014.6982,100.0
2962,57.82566611796413,57.825667,100.0,7955.6302,100.0
2963,0.25118560094065795,0.2511856,100.0,7844.7451,100.0
2964,0.0,0.0,100.0,7733.634,100.0
2965,0.0,0.0,100.0,7622.5229,100.0
2966,0.0,0.0,100.0,7511.4118,100.0
2967,0.0,0.0,100.0,7400.3007,100.0
2968,0.0,0.0,100.0,7289.1896,100.0
2969,0.0,0.0,100.0,7178.0785,100.0
2970,0.0,0.0,100.0,7066.9673,100.0
2971,0.0,0.0,100.0,6955.8562,100.0
2972,0.0,0.0,100.0,6844.7451,100.0
2973,0.0,0.0,100.0,6733.634,100.0
2974,15.950143115810002,15.950143,100.0,6636.878,100.0
2975,101.45427272207607,101.45427,100.0,6617.0758,100.0
2976,197.37223213134757,197.37223,100.0,6683.5997,100.0
2977,284.96186118894144,284.96186,100.0,6828.9542,100.0
2978,355.4236376528486,355.42364,100.0,7037.7244,100.0
2979,403.1569336038743,403.15694,100.0,7289.4545,100.0
2980,424.60224716539636,424.60225,100.0,7560.4854,100.0
2981,418.2003123709894,418.20032,100.0,7825.7546,100.0
2982,384.4245410326972,384.42454,100.0,8060.6256,100.0
2983,325.76815460555963,325.76816,100.0,8242.7058,100.0
2984,246.71324891845381,246.71325,100.0,8353.6366,100.0
2985,153.9522895170921,153.95229,100.0,8381.0826,100.0
2986,58.668851620371974,58.668852,100.0,8322.7734,100.0
2987,0.32481555690553926,0.32481556,100.0,8211.9547,100.0
2988,0.0,0.0,100.0,8100.8436,100.0
2989,0.0,0.0,100.0,7989.7324,100.0
2990,0.0,0.0,100.0,7878.6213,100.0
2991,0.0,0.0,100.0,7767.5102,100.0
2992,0.0,0.0,100.0,7656.3991,100.0
2993,0.0,0.0,100.0,7545.288,100.0
2994,0.0,0.0,100.0,7434.1769,100.0
2995,0.0,0.0,100.0,7323.0658,100.0
2996,0.0,0.0,100.0,7211.9547,100.0
2997,0.0,0.0,100.0,7100.8436,100.0
2998,16.807088826854635,16.807089,100.0,7004.8588,100.0
2999,102.53267670976176,102.53268,100.0,6986.0271,100.0
3000,198.27642132302879,198.27642,100.0,7053.3648,100.0
3001,285.66930342204176,285.66931,100.0,7199.3561,100.0
3002,355.95776956255935,355.95777,100.0,7408.6069,100.0
3003,403.55801536604525,403.55802,100.0,7660.698,100.0
3004,424.9205024149451,424.92051,100.0,7932.0154,100.0
3005,418.4918119119009,418.49182,100.0,8197.5469,100.0
3006,384.74727900985135,384.74728,100.0,8432.7084,100.0
3007,326.17803774611804,326.17804,100.0,8615.1575,100.0
3008,247.25941250917037,247.25941,100.0,8726.5798,100.0
3009,154.66719084037743,154.66719,100.0,8754.6692,100.0
