Hour,Solar (MW),Charge (MW),Discharge (MW),SOC (MWh),Energy Served (MW)
0,14.777048858900974,0.0,85.222951,44262.523,100.0
1,91.37776170176639,0.0,8.6222376,44252.942,100.0
2,162.52722025029925,62.527222,0.0,44309.217,100.0
3,212.8140967198896,112.8141,0.0,44410.75,100.0
4,237.2806879813567,137.28069,0.0,44534.302,100.0
5,233.89935659729844,133.89936,0.0,44654.812,100.0
6,202.94178531464513,102.94179,0.0,44747.459,100.0
7,147.03103300150931,47.031034,0.0,44789.787,100.0
8,72.23214705616051,0.0,27.767852,44758.934,100.0
9,3.345153566674102,0.0,96.654846,44651.54,100.0
10,0.0,0.0,100.0,44540.429,100.0
11,0.0,0.0,100.0,44429.317,100.0
12,0.0,0.0,100.0,44318.206,100.0
13,0.0,0.0,100.0,44207.095,100.0
14,0.0,0.0,100.0,44095.984,100.0
15,0.0,0.0,100.0,43984.873,100.0
16,0.0,0.0,100.0,43873.762,100.0
17,0.0,0.0,100.0,43762.651,100.0
18,0.0,0.0,100.0,43651.54,100.0
19,0.0,0.0,100.0,43540.429,100.0
20,0.0,0.0,100.0,43429.317,100.0
21,0.0,0.0,100.0,43318.206,100.0
22,0.0,0.0,100.0,43207.095,100.0
23,0.0,0.0,100.0,43095.984,100.0
24,14.508910621726871,0.0,85.491089,43000.994,100.0
25,91.0431872269622,0.0,8.956812,42991.042,100.0
26,162.35187604249492,62.351877,0.0,43047.159,100.0
27,212.8510920788013,112.85109,0.0,43148.725,100.0
28,237.5453615942155,137.54536,0.0,43272.516,100.0
29,234.38508891659288,134.38509,0.0,43393.462,100.0
30,203.6243712425486,103.62437,0.0,43486.724,100.0
31,147.86968015049914,47.869681,0.0,43529.807,100.0
32,73.14965573497619,0.0,26.850344,43499.973,100.0
33,3.719178058563243,0.0,96.280822,43392.994,100.0
34,0.0,0.0,100.0,43281.883,100.0
35,0.0,0.0,100.0,43170.772,100.0
36,0.0,0.0,100.0,43059.661,100.0
37,0.0,0.0,100.0,42948.55,100.0
38,0.0,0.0,100.0,42837.439,100.0
39,0.0,0.0,100.0,42726.328,100.0
40,0.0,0.0,100.0,42615.217,100.0
41,0.0,0.0,100.0,42504.105,100.0
42,0.0,0.0,100.0,42392.994,100.0
43,0.0,0.0,100.0,42281.883,100.0
44,0.0,0.0,100.0,42170.772,100.0
45,0.0,0.0,100.0,42059.661,100.0
46,0.0,0.0,100.0,41948.55,100.0
47,0.0,0.0,100.0,41837.439,100.0
48,14.278487205743586,0.0,85.721513,41742.193,100.0
49,90.76561587439943,0.0,9.2343834,41731.932,100.0
50,162.23680210859487,62.236803,0.0,41787.945,100.0
51,212.94875177087198,112.94875,0.0,41889.599,100.0
52,237.86938906715352,137.86939,0.0,42013.682,100.0
53,234.92746400584056,134.92747,0.0,42135.116,100.0
54,204.35965798851942,104.35966,0.0,42229.04,100.0
55,148.75588141117942,48.755883,0.0,42272.92,100.0
56,74.10779463611871,0.0,25.892205,42244.151,100.0
57,4.1260162697938645,0.0,95.873984,42137.625,100.0
58,0.0,0.0,100.0,42026.514,100.0
59,0.0,0.0,100.0,41915.402,100.0
60,0.0,0.0,100.0,41804.291,100.0
61,0.0,0.0,100.0,41693.18,100.0
62,0.0,0.0,100.0,41582.069,100.0
63,0.0,0.0,100.0,41470.958,100.0
64,0.0,0.0,100.0,41359.847,100.0
65,0.0,0.0,100.0,41248.736,100.0
66,0.0,0.0,100.0,41137.625,100.0
67,0.0,0.0,100.0,41026.514,100.0
68,0.0,0.0,100.0,40915.402,100.0
69,0.0,0.0,100.0,40804.291,100.0
70,0.0,0.0,100.0,40693.18,100.0
71,0.0,0.0,100.0,40582.069,100.0
72,14.085163406466817,0.0,85.914836,40486.608,100.0
73,90.54503775870802,0.0,9.4549615,40476.103,100.0
74,162.18188931903086,62.181891,0.0,40532.066,100.0
75,213.10678208370538,113.10678,0.0,40633.862,100.0
76,238.2522800826767,138.25228,0.0,40758.289,100.0
77,235.525810153397,135.52581,0.0,40880.263,100.0
78,205.1468279098618,105.14683,0.0,40974.895,100.0
79,149.68873641977584,49.688738,0.0,41019.615,100.0
80,75.10576053813426,0.0,24.894239,40991.954,100.0
81,4.566906143424496,0.0,95.433094,40885.918,100.0
82,0.0,0.0,100.0,40774.807,100.0
83,0.0,0.0,100.0,40663.695,100.0
84,0.0,0.0,100.0,40552.584,100.0
85,0.0,0.0,100.0,40441.473,100.0
86,0.0,0.0,100.0,40330.362,100.0
87,0.0,0.0,100.0,40219.251,100.0
88,0.0,0.0,100.0,40108.14,100.0
89,0.0,0.0,100.0,39997.029,100.0
90,0.0,0.0,100.0,39885.918,100.0
91,0.0,0.0,100.0,39774.807,100.0
92,0.0,0.0,100.0,39663.695,100.0
93,0.0,0.0,100.0,39552.584,100.0
94,0.0,0.0,100.0,39441.473,100.0
95,0.0,0.0,100.0,39330.362,100.0
96,13.92838815744058,0.0,86.071612,39234.727,100.0
97,90.38141322561015,0.0,9.618586,39224.04,100.0
98,162.186990526139,62.186992,0.0,39280.008,100.0
99,213.32485136516385,113.32485,0.0,39382.0,100.0
100,238.6935095713857,138.69351,0.0,39506.825,100.0
101,236.1794261826731,136.17943,0.0,39629.386,100.0
102,205.9850407705694,105.98504,0.0,39724.773,100.0
103,150.66733020098374,50.667331,0.0,39770.373,100.0
104,76.14274042263729,0.0,23.857259,39743.865,100.0
105,5.042954385947203,0.0,94.957046,39638.357,100.0
106,0.0,0.0,100.0,39527.246,100.0
107,0.0,0.0,100.0,39416.135,100.0
108,0.0,0.0,100.0,39305.024,100.0
109,0.0,0.0,100.0,39193.913,100.0
110,0.0,0.0,100.0,39082.802,100.0
111,0.0,0.0,100.0,38971.691,100.0
112,0.0,0.0,100.0,38860.579,100.0
113,0.0,0.0,100.0,38749.468,100.0
114,0.0,0.0,100.0,38638.357,100.0
115,0.0,0.0,100.0,38527.246,100.0
116,0.0,0.0,100.0,38416.135,100.0
117,0.0,0.0,100.0,38305.024,100.0
118,0.0,0.0,100.0,38193.913,100.0
119,0.0,0.0,100.0,38082.802,100.0
120,13.807683723575638,0.0,86.192316,37987.032,100.0
121,90.27467837688175,0.0,9.7253209,37976.227,100.0
122,162.2519251053902,62.251926,0.0,38032.253,100.0
123,213.60259356010417,113.6026,0.0,38134.496,100.0
124,239.1925202047895,139.19252,0.0,38259.769,100.0
125,236.8875828252872,136.88758,0.0,38382.968,100.0
126,206.87343399858898,106.87344,0.0,38479.154,100.0
127,151.69073227242743,51.690733,0.0,38525.675,100.0
128,77.21790929197371,0.0,22.78209,38500.362,100.0
129,5.555125538137994,0.0,94.444874,38395.423,100.0
130,0.0,0.0,100.0,38284.312,100.0
131,0.0,0.0,100.0,38173.201,100.0
132,0.0,0.0,100.0,38062.09,100.0
133,0.0,0.0,100.0,37950.979,100.0
134,0.0,0.0,100.0,37839.868,100.0
135,0.0,0.0,100.0,37728.757,100.0
136,0.0,0.0,100.0,37617.645,100.0
137,0.0,0.0,100.0,37506.534,100.0
138,0.0,0.0,100.0,37395.423,100.0
139,0.0,0.0,100.0,37284.312,100.0
140,0.0,0.0,100.0,37173.201,100.0
141,0.0,0.0,100.0,37062.09,100.0
142,0.0,0.0,100.0,36950.979,100.0
143,0.0,0.0,100.0,36839.868,100.0
144,13.722652394650426,0.0,86.277347,36744.004,100.0
145,90.2247488002779,0.0,9.7752505,36733.143,100.0
146,162.37648200032083,62.376483,0.0,36789.281,100.0
147,213.93961077315151,113.93961,0.0,36891.827,100.0
148,239.74872438812042,139.74873,0.0,37017.601,100.0
149,237.649524125474,137.64953,0.0,37141.486,100.0
150,207.81112346788322,107.81113,0.0,37238.516,100.0
151,152.75799677814646,52.757998,0.0,37285.998,100.0
152,78.33042926218648,0.0,21.66957,37261.92,100.0
153,6.104234275488708,0.0,93.895766,37157.592,100.0
154,0.0,0.0,100.0,37046.481,100.0
155,0.0,0.0,100.0,36935.37,100.0
156,0.0,0.0,100.0,36824.258,100.0
157,0.0,0.0,100.0,36713.147,100.0
158,0.0,0.0,100.0,36602.036,100.0
159,0.0,0.0,100.0,36490.925,100.0
160,0.0,0.0,100.0,36379.814,100.0
161,0.0,0.0,100.0,36268.703,100.0
162,0.0,0.0,100.0,36157.592,100.0
163,0.0,0.0,100.0,36046.481,100.0
164,0.0,0.0,100.0,35935.37,100.0
165,0.0,0.0,100.0,35824.258,100.0
166,0.0,0.0,100.0,35713.147,100.0
167,0.0,0.0,100.0,35602.036,100.0
168,13.672980845564604,0.0,86.327019,35506.117,100.0
169,90.23152146575124,0.0,9.7684778,35495.263,100.0
170,162.56042131477255,62.560423,0.0,35551.568,100.0
171,214.33547470599072,114.33548,0.0,35654.47,100.0
172,240.3615055887805,140.36151,0.0,35780.795,100.0
173,238.4644686166825,138.46447,0.0,35905.413,100.0
174,208.79720449361224,108.79721,0.0,36003.331,100.0
175,153.86816315240858,53.868164,0.0,36051.812,100.0
176,79.47944963235683,0.0,20.52055,36029.011,100.0
177,6.690940869044276,0.0,93.309059,35925.335,100.0
178,0.0,0.0,100.0,35814.224,100.0
179,0.0,0.0,100.0,35703.112,100.0
180,0.0,0.0,100.0,35592.001,100.0
181,0.0,0.0,100.0,35480.89,100.0
182,0.0,0.0,100.0,35369.779,100.0
183,0.0,0.0,100.0,35258.668,100.0
184,0.0,0.0,100.0,35147.557,100.0
185,0.0,0.0,100.0,35036.446,100.0
186,0.0,0.0,100.0,34925.335,100.0
187,0.0,0.0,100.0,34814.224,100.0
188,0.0,0.0,100.0,34703.112,100.0
189,0.0,0.0,100.0,34592.001,100.0
190,0.0,0.0,100.0,34480.89,100.0
191,0.0,0.0,100.0,34369.779,100.0
192,13.658442331585398,0.0,86.341558,34273.844,100.0
193,90.29487506860363,0.0,9.7051242,34263.061,100.0
194,162.80347448485327,62.803476,0.0,34319.584,100.0
195,214.78972696636228,114.78973,0.0,34422.894,100.0
196,241.03021879858915,141.03022,0.0,34549.822,100.0
197,239.33160994706026,139.33161,0.0,34675.22,100.0
198,209.830752548562,109.83075,0.0,34774.068,100.0
199,155.02025683523277,55.020258,0.0,34823.586,100.0
200,80.66410717713997,0.0,19.335892,34802.102,100.0
201,7.315749499176554,0.0,92.68425,34699.119,100.0
202,0.0,0.0,100.0,34588.008,100.0
203,0.0,0.0,100.0,34476.897,100.0
204,0.0,0.0,100.0,34365.786,100.0
205,0.0,0.0,100.0,34254.675,100.0
206,0.0,0.0,100.0,34143.564,100.0
207,0.0,0.0,100.0,34032.453,100.0
208,0.0,0.0,100.0,33921.341,100.0
209,0.0,0.0,100.0,33810.23,100.0
210,0.0,0.0,100.0,33699.119,100.0
211,0.0,0.0,100.0,33588.008,100.0
212,0.0,0.0,100.0,33476.897,100.0
213,0.0,0.0,100.0,33365.786,100.0
214,0.0,0.0,100.0,33254.675,100.0
215,0.0,0.0,100.0,33143.564,100.0
216,13.678897094967244,0.0,86.321103,33047.651,100.0
217,90.41466912804616,0.0,9.5853301,33037.001,100.0
218,163.10534337781482,63.105345,0.0,33093.796,100.0
219,215.3018783779013,115.30188,0.0,33197.567,100.0
220,241.75419013302357,141.75419,0.0,33325.146,100.0
221,240.25011674935217,140.25012,0.0,33451.371,100.0
222,210.9108233769542,110.91083,0.0,33551.191,100.0
223,156.21328945605902,56.213291,0.0,33601.783,100.0
224,81.88352618285695,0.0,18.116473,33581.654,100.0
225,7.979008895533514,0.0,92.020991,33479.408,100.0
226,0.0,0.0,100.0,33368.297,100.0
227,0.0,0.0,100.0,33257.186,100.0
228,0.0,0.0,100.0,33146.075,100.0
229,0.0,0.0,100.0,33034.964,100.0
230,0.0,0.0,100.0,32923.852,100.0
231,0.0,0.0,100.0,32812.741,100.0
232,0.0,0.0,100.0,32701.63,100.0
233,0.0,0.0,100.0,32590.519,100.0
234,0.0,0.0,100.0,32479.408,100.0
235,0.0,0.0,100.0,32368.297,100.0
236,0.0,0.0,100.0,32257.186,100.0
237,0.0,0.0,100.0,32146.075,100.0
238,0.0,0.0,100.0,32034.964,100.0
239,0.0,0.0,100.0,31923.852,100.0
240,13.734291462259641,0.0,86.265708,31828.002,100.0
241,90.59074265472071,0.0,9.4092566,31817.547,100.0
242,163.4656988767043,63.4657,0.0,31874.666,100.0
243,215.87140772235585,115.87141,0.0,31978.95,100.0
244,242.53271575609577,142.53272,0.0,32107.23,100.0
245,241.2191317562469,141.21913,0.0,32234.327,100.0
246,212.03645222890657,112.03645,0.0,32335.16,100.0
247,157.44625812369048,57.446259,0.0,32386.861,100.0
248,83.13681757679706,0.0,16.863182,32368.125,100.0
249,8.680914679333252,0.0,91.319085,32266.659,100.0
250,0.0,0.0,100.0,32155.548,100.0
251,0.0,0.0,100.0,32044.437,100.0
252,0.0,0.0,100.0,31933.326,100.0
253,0.0,0.0,100.0,31822.215,100.0
254,0.0,0.0,100.0,31711.103,100.0
255,0.0,0.0,100.0,31599.992,100.0
256,0.0,0.0,100.0,31488.881,100.0
257,0.0,0.0,100.0,31377.77,100.0
258,0.0,0.0,100.0,31266.659,100.0
259,0.0,0.0,100.0,31155.548,100.0
260,0.0,0.0,100.0,31044.437,100.0
261,0.0,0.0,100.0,30933.326,100.0
262,0.0,0.0,100.0,30822.215,100.0
263,0.0,0.0,100.0,30711.103,100.0
264,13.824656266502314,0.0,86.175344,30615.353,100.0
265,90.82291312330611,0.0,9.1770861,30605.156,100.0
266,163.88417972781752,63.884181,0.0,30662.652,100.0
267,216.4977604613839,116.49776,0.0,30767.5,100.0
268,243.36506049531968,143.36506,0.0,30896.529,100.0
269,242.23777026543522,142.23777,0.0,31024.543,100.0
270,213.20665216385447,113.20665,0.0,31126.429,100.0
271,158.71814346862914,58.718145,0.0,31179.275,100.0
272,84.42307674352685,0.0,15.576923,31161.967,100.0
273,9.421512610152192,0.0,90.578487,31061.324,100.0
274,0.0,0.0,100.0,30950.213,100.0
275,0.0,0.0,100.0,30839.102,100.0
276,0.0,0.0,100.0,30727.991,100.0
277,0.0,0.0,100.0,30616.88,100.0
278,0.0,0.0,100.0,30505.769,100.0
279,0.0,0.0,100.0,30394.658,100.0
280,0.0,0.0,100.0,30283.547,100.0
281,0.0,0.0,100.0,30172.436,100.0
282,0.0,0.0,100.0,30061.324,100.0
283,0.0,0.0,100.0,29950.213,100.0
284,0.0,0.0,100.0,29839.102,100.0
285,0.0,0.0,100.0,29727.991,100.0
286,0.0,0.0,100.0,29616.88,100.0
287,0.0,0.0,100.0,29505.769,100.0
288,13.950105033972582,0.0,86.049895,29410.158,100.0
289,91.11097649996255,0.0,8.8890228,29400.281,100.0
290,164.36039217214196,64.360394,0.0,29458.206,100.0
291,217.18034789666544,117.18035,0.0,29563.668,100.0
292,244.25045641015637,144.25046,0.0,29693.493,100.0
293,243.30511808311124,143.30512,0.0,29822.468,100.0
294,214.42041132900476,114.42041,0.0,29925.446,100.0
295,160.02790631246242,60.027908,0.0,29979.471,100.0
296,85.74137973452115,0.0,14.25862,29963.628,100.0
297,10.200702129046341,0.0,89.799298,29863.851,100.0
298,0.0,0.0,100.0,29752.74,100.0
299,0.0,0.0,100.0,29641.629,100.0
300,0.0,0.0,100.0,29530.518,100.0
301,0.0,0.0,100.0,29419.407,100.0
302,0.0,0.0,100.0,29308.296,100.0
303,0.0,0.0,100.0,29197.185,100.0
304,0.0,0.0,100.0,29086.074,100.0
305,0.0,0.0,100.0,28974.963,100.0
306,0.0,0.0,100.0,28863.851,100.0
307,0.0,0.0,100.0,28752.74,100.0
308,0.0,0.0,100.0,28641.629,100.0
309,0.0,0.0,100.0,28530.518,100.0
310,0.0,0.0,100.0,28419.407,100.0
311,0.0,0.0,100.0,28308.296,100.0
312,14.110832078976983,0.0,85.889168,28212.863,100.0
313,91.454708262041,0.0,8.545291,28203.369,100.0
314,164.8939104026684,64.893912,0.0,28261.773,100.0
315,217.91854667806476,117.91855,0.0,28367.9,100.0
316,245.18810126015038,145.1881,0.0,28498.569,100.0
317,244.42022887316162,144.42023,0.0,28628.547,100.0
318,215.67668922858928,115.67669,0.0,28732.656,100.0
319,161.37448291150423,61.374484,0.0,28787.893,100.0
320,87.0907779042211,0.0,12.909221,28773.55,100.0
321,11.01823962839689,0.0,88.98176,28674.681,100.0
322,0.0,0.0,100.0,28563.57,100.0
323,0.0,0.0,100.0,28452.459,100.0
324,0.0,0.0,100.0,28341.348,100.0
325,0.0,0.0,100.0,28230.237,100.0
326,0.0,0.0,100.0,28119.126,100.0
327,0.0,0.0,100.0,28008.015,100.0
328,0.0,0.0,100.0,27896.904,100.0
329,0.0,0.0,100.0,27785.792,100.0
330,0.0,0.0,100.0,27674.681,100.0
331,0.0,0.0,100.0,27563.57,100.0
332,0.0,0.0,100.0,27452.459,100.0
333,0.0,0.0,100.0,27341.348,100.0
334,0.0,0.0,100.0,27230.237,100.0
335,0.0,0.0,100.0,27119.126,100.0
336,14.307109985999338,0.0,85.69289,27023.911,100.0
337,91.85386467103874,0.0,8.1461346,27014.86,100.0
338,165.484276997622,65.484278,0.0,27073.796,100.0
339,218.71169804650054,118.7117,0.0,27180.637,100.0
340,246.1771563404536,146.17716,0.0,27312.196,100.0
341,245.58212056839957,145.58212,0.0,27443.22,100.0
342,216.974411756367,116.97441,0.0,27548.497,100.0
343,162.75677882576167,62.75678,0.0,27604.978,100.0
344,88.47029106101611,0.0,11.529708,27592.167,100.0
345,11.873741203553598,0.0,88.126259,27494.249,100.0
346,0.0,0.0,100.0,27383.138,100.0
347,0.0,0.0,100.0,27272.027,100.0
348,0.0,0.0,100.0,27160.916,100.0
349,0.0,0.0,100.0,27049.805,100.0
350,0.0,0.0,100.0,26938.694,100.0
351,0.0,0.0,100.0,26827.582,100.0
352,0.0,0.0,100.0,26716.471,100.0
353,0.0,0.0,100.0,26605.36,100.0
354,0.0,0.0,100.0,26494.249,100.0
355,0.0,0.0,100.0,26383.138,100.0
356,0.0,0.0,100.0,26272.027,100.0
357,0.0,0.0,100.0,26160.916,100.0
358,0.0,0.0,100.0,26049.805,100.0
359,0.0,0.0,100.0,25938.694,100.0
360,14.608446568612944,0.0,85.391553,25843.814,100.0
361,92.46856893477617,0.0,7.5314303,25835.446,100.0
362,166.31878616690608,66.318788,0.0,25895.133,100.0
363,219.75795857665491,119.75796,0.0,26002.915,100.0
364,247.4198712871771,147.41987,0.0,26135.593,100.0
365,246.99283826073315,146.99284,0.0,26267.886,100.0
366,218.51110570892524,118.51111,0.0,26374.546,100.0
367,164.36094406720693,64.360945,0.0,26432.471,100.0
368,90.0379395934079,0.0,9.9620597,26421.402,100.0
369,12.83073847503197,0.0,87.169261,26324.547,100.0
370,0.0,0.0,100.0,26213.436,100.0
371,0.0,0.0,100.0,26102.325,100.0
372,0.0,0.0,100.0,25991.214,100.0
373,0.0,0.0,100.0,25880.103,100.0
374,0.0,0.0,100.0,25768.992,100.0
375,0.0,0.0,100.0,25657.881,100.0
376,0.0,0.0,100.0,25546.77,100.0
377,0.0,0.0,100.0,25435.659,100.0
378,0.0,0.0,100.0,25324.547,100.0
379,0.0,0.0,100.0,25213.436,100.0
380,0.0,0.0,100.0,25102.325,100.0
381,0.0,0.0,100.0,24991.214,100.0
382,0.0,0.0,100.0,24880.103,100.0
383,0.0,0.0,100.0,24768.992,100.0
384,15.0177474316744,0.0,84.982252,24674.567,100.0
385,93.29918245596785,0.0,6.7008168,24667.122,100.0
386,167.3971841852357,67.397186,0.0,24727.779,100.0
387,221.05677338958657,121.05678,0.0,24836.73,100.0
388,248.9155087234348,148.91551,0.0,24970.754,100.0
389,248.65156829604703,148.65157,0.0,25104.541,100.0
390,220.2860374673456,120.28604,0.0,25212.798,100.0
391,166.18665254461973,66.186654,0.0,25272.366,100.0
392,91.79487491489385,0.0,8.2051243,25263.249,100.0
393,13.897040354980462,0.0,86.10296,25167.579,100.0
394,0.0,0.0,100.0,25056.468,100.0
395,0.0,0.0,100.0,24945.357,100.0
396,0.0,0.0,100.0,24834.246,100.0
397,0.0,0.0,100.0,24723.135,100.0
398,0.0,0.0,100.0,24612.024,100.0
399,0.0,0.0,100.0,24500.913,100.0
400,0.0,0.0,100.0,24389.802,100.0
401,0.0,0.0,100.0,24278.691,100.0
402,0.0,0.0,100.0,24167.579,100.0
403,0.0,0.0,100.0,24056.468,100.0
404,0.0,0.0,100.0,23945.357,100.0
405,0.0,0.0,100.0,23834.246,100.0
406,0.0,0.0,100.0,23723.135,100.0
407,0.0,0.0,100.0,23612.024,100.0
408,15.467602893305093,0.0,84.532397,23518.099,100.0
409,94.18536105869282,0.0,5.8146382,23511.638,100.0
410,168.53127619033773,68.531278,0.0,23573.316,100.0
411,222.40860409069316,122.40861,0.0,23683.484,100.0
412,250.46005373161955,150.46006,0.0,23818.898,100.0
413,250.3542247963244,150.35423,0.0,23954.217,100.0
414,222.0995094133535,122.09951,0.0,24064.107,100.0
415,168.04568472645855,68.045686,0.0,24125.348,100.0
416,93.58165821381753,0.0,6.418341,24118.216,100.0
417,15.010529432388598,0.0,84.98947,24023.783,100.0
418,0.0,0.0,100.0,23912.672,100.0
419,0.0,0.0,100.0,23801.561,100.0
420,0.0,0.0,100.0,23690.45,100.0
421,0.0,0.0,100.0,23579.339,100.0
422,0.0,0.0,100.0,23468.228,100.0
423,0.0,0.0,100.0,23357.117,100.0
424,0.0,0.0,100.0,23246.006,100.0
425,0.0,0.0,100.0,23134.895,100.0
426,0.0,0.0,100.0,23023.783,100.0
427,0.0,0.0,100.0,22912.672,100.0
428,0.0,0.0,100.0,22801.561,100.0
429,0.0,0.0,100.0,22690.45,100.0
430,0.0,0.0,100.0,22579.339,100.0
431,0.0,0.0,100.0,22468.228,100.0
432,15.959062582580298,0.0,84.040937,22374.849,100.0
433,95.12693255845785,0.0,4.8730667,22369.435,100.0
434,169.72053624141333,69.720538,0.0,22432.183,100.0
435,223.81266766838957,123.81267,0.0,22543.614,100.0
436,252.05251363059642,152.05252,0.0,22680.462,100.0
437,252.09965556016556,152.09966,0.0,22817.351,100.0
438,223.9502703391663,123.95027,0.0,22928.907,100.0
439,169.936764995338,69.936766,0.0,22991.85,100.0
440,95.3970857092829,0.0,4.6029135,22986.735,100.0
441,16.170130974439758,0.0,83.829869,22893.591,100.0
442,0.0,0.0,100.0,22782.48,100.0
443,0.0,0.0,100.0,22671.369,100.0
444,0.0,0.0,100.0,22560.258,100.0
445,0.0,0.0,100.0,22449.147,100.0
446,0.0,0.0,100.0,22338.036,100.0
447,0.0,0.0,100.0,22226.924,100.0
448,0.0,0.0,100.0,22115.813,100.0
449,0.0,0.0,100.0,22004.702,100.0
450,0.0,0.0,100.0,21893.591,100.0
451,0.0,0.0,100.0,21782.48,100.0
452,0.0,0.0,100.0,21671.369,100.0
453,0.0,0.0,100.0,21560.258,100.0
454,0.0,0.0,100.0,21449.147,100.0
455,0.0,0.0,100.0,21338.036,100.0
456,16.4932067332791,0.0,83.506793,21245.25,100.0
457,96.1237017553818,0.0,3.8762975,21240.943,100.0
458,170.9644062096974,70.964408,0.0,21304.811,100.0
459,225.26814304809565,125.26814,0.0,21417.553,100.0
460,253.69185318893443,153.69186,0.0,21555.875,100.0
461,253.8866625644511,153.88666,0.0,21694.373,100.0
462,225.8370210566567,125.83702,0.0,21807.627,100.0
463,171.858567933295,71.858569,0.0,21872.299,100.0
464,97.23989769364414,0.0,2.7601015,21869.232,100.0
465,17.374610044186532,0.0,82.62539,21777.426,100.0
466,0.0,0.0,100.0,21666.315,100.0
467,0.0,0.0,100.0,21555.204,100.0
468,0.0,0.0,100.0,21444.093,100.0
469,0.0,0.0,100.0,21332.982,100.0
470,0.0,0.0,100.0,21221.871,100.0
471,0.0,0.0,100.0,21110.76,100.0
472,0.0,0.0,100.0,20999.649,100.0
473,0.0,0.0,100.0,20888.538,100.0
474,0.0,0.0,100.0,20777.426,100.0
475,0.0,0.0,100.0,20666.315,100.0
476,0.0,0.0,100.0,20555.204,100.0
477,0.0,0.0,100.0,20444.093,100.0
478,0.0,0.0,100.0,20332.982,100.0
479,0.0,0.0,100.0,20221.871,100.0
480,17.07113869247075,0.0,82.928861,20129.728,100.0
481,97.17545418510745,0.0,2.824545,20126.589,100.0
482,172.2623022297461,72.262304,0.0,20191.625,100.0
483,226.7741797127412,126.77418,0.0,20305.722,100.0
484,255.3770052252432,155.37701,0.0,20445.561,100.0
485,255.71401433872845,155.71402,0.0,20585.704,100.0
486,227.75842820204616,127.75843,0.0,20700.687,100.0
487,173.80973310820656,73.809735,0.0,20767.115,100.0
488,99.108793632453,0.0,0.89120557,20766.125,100.0
489,18.62259400451282,0.0,81.377406,20675.706,100.0
490,0.0,0.0,100.0,20564.595,100.0
491,0.0,0.0,100.0,20453.484,100.0
492,0.0,0.0,100.0,20342.373,100.0
493,0.0,0.0,100.0,20231.261,100.0
494,0.0,0.0,100.0,20120.15,100.0
495,0.0,0.0,100.0,20009.039,100.0
496,0.0,0.0,100.0,19897.928,100.0
497,0.0,0.0,100.0,19786.817,100.0
498,0.0,0.0,100.0,19675.706,100.0
499,0.0,0.0,100.0,19564.595,100.0
500,0.0,0.0,100.0,19453.484,100.0
501,0.0,0.0,100.0,19342.373,100.0
502,0.0,0.0,100.0,19231.261,100.0
503,0.0,0.0,100.0,19120.15,100.0
504,17.69397496858618,0.0,82.306025,19028.699,100.0
505,98.28195693441839,0.0,1.7180423,19026.79,100.0
506,173.6136190269302,73.61362,0.0,19093.043,100.0
507,228.3299052269663,128.32991,0.0,19208.539,100.0
508,257.1068813327563,157.10688,0.0,19349.936,100.0
509,257.5804597011703,157.58046,0.0,19491.758,100.0
510,229.71314060018912,129.71314,0.0,19608.5,100.0
511,175.7888833999175,75.788885,0.0,19676.71,100.0
512,101.00245162194544,1.0024524,0.0,19677.612,100.0
513,19.912599480978024,0.0,80.0874,19588.626,100.0
514,0.0,0.0,100.0,19477.515,100.0
515,0.0,0.0,100.0,19366.404,100.0
516,0.0,0.0,100.0,19255.293,100.0
517,0.0,0.0,100.0,19144.182,100.0
518,0.0,0.0,100.0,19033.071,100.0
519,0.0,0.0,100.0,18921.959,100.0
520,0.0,0.0,100.0,18810.848,100.0
521,0.0,0.0,100.0,18699.737,100.0
522,0.0,0.0,100.0,18588.626,100.0
523,0.0,0.0,100.0,18477.515,100.0
524,0.0,0.0,100.0,18366.404,100.0
525,0.0,0.0,100.0,18255.293,100.0
526,0.0,0.0,100.0,18144.182,100.0
527,0.0,0.0,100.0,18033.071,100.0
528,18.36283055743229,0.0,81.637169,17942.363,100.0
529,99.44295303687309,0.0,0.55704616,17941.744,100.0
530,175.01772782352148,75.017729,0.0,18009.26,100.0
531,229.93442688117395,129.93443,0.0,18126.201,100.0
532,258.88037741446936,158.88038,0.0,18269.193,100.0
533,259.484737146473,159.48474,0.0,18412.729,100.0
534,231.69980217387078,131.6998,0.0,18531.259,100.0
535,177.79464084150777,77.794642,0.0,18601.274,100.0
536,102.91954634219765,2.9195472,0.0,18603.902,100.0
537,21.2430598275935,0.0,78.75694,18516.394,100.0
538,0.0,0.0,100.0,18405.283,100.0
539,0.0,0.0,100.0,18294.172,100.0
540,0.0,0.0,100.0,18183.061,100.0
541,0.0,0.0,100.0,18071.95,100.0
542,0.0,0.0,100.0,17960.838,100.0
543,0.0,0.0,100.0,17849.727,100.0
544,0.0,0.0,100.0,17738.616,100.0
545,0.0,0.0,100.0,17627.505,100.0
546,0.0,0.0,100.0,17516.394,100.0
547,0.0,0.0,100.0,17405.283,100.0
548,0.0,0.0,100.0,17294.172,100.0
549,0.0,0.0,100.0,17183.061,100.0
550,0.0,0.0,100.0,17071.95,100.0
551,0.0,0.0,100.0,16960.838,100.0
552,19.07879913791365,0.0,80.921201,16870.926,100.0
553,100.65814861170608,0.65814943,0.0,16871.518,100.0
554,176.47396652673476,76.473968,0.0,16940.345,100.0
