tech,variable,from_currency,to_currency,currency_year,fx_rate,deflator,from_unit,to_unit,unit_multiplier,context_used,value_before,value_after,note
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,28.79,4.318499999999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,35.99,5.3985,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,39.03423,5.8551345,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,31.649616,4.7474424,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,43.597885,6.53968275,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,72.13434,10.820151,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,60.53923,9.0808845,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,64.10808,9.616211999999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,88.785194,13.317779100000001,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,147.67366,22.151049,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,70.38885,10.5583275,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,92.49962,13.874942999999998,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,121.48,18.222,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,92.49962,13.874942999999998,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,81.68904,12.253356,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,75.38077,11.3071155,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,56.794037,8.51910555,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,60.085648,9.0128472,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,84.510414,12.6765621,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,91.82706,13.774059,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,60.166733,9.02500995,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,50.129013,7.51935195,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,122.602165,18.390324749999998,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,291.28174,43.692261,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,129.5375,19.430625,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,112.0,16.8,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,62.80423,9.420634499999998,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,47.479446,7.1219169,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,53.04348,7.956522,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,71.59246,10.738869,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,78.02908,11.704361999999998,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,55.67075,8.350612499999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,48.296654,7.2444980999999995,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,96.48557,14.472835499999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,212.9924,31.94886,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,99.66096,14.949144,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,88.406,13.260900000000001,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,27.521093,4.12816395,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,31.78401,4.7676015,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,33.194866,4.979229899999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,31.744373,4.76165595,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,42.76046,6.4140690000000005,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,51.341537,7.70123055,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,53.52624,8.028936,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,61.227825,9.18417375,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,104.97216,15.745823999999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,87.8617,13.179255,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,110.07921,16.5118815,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,127.2684,19.09026,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,111.88971,16.7834565,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,95.41863,14.312794499999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,84.116425,12.61746375,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,67.53188,10.129782,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,71.34886,10.702329,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,94.72347,14.2085205,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,99.446754,14.917013099999998,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,35.19684,5.279526,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,30.63819,4.5957285,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,124.70167,18.7052505,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,177.7775,26.666625,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,120.65279,18.0979185,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,102.0,15.299999999999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,31.591919,4.73878785,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,29.010532,4.3515798,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,28.534538,4.2801807,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,29.853958,4.4780937,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,31.716177,4.75742655,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,27.00635,4.0509525,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,29.862309,4.47934635,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,29.76,4.464,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,31.003105,4.65046575,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,31.294296,4.6941444,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,29.90448,4.485672,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,50.15465,7.523197499999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,33.197983,4.97969745,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,38.522705,5.77840575,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,64.90174,9.735261,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,70.12235,10.518352499999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,57.816715,8.67250725,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,49.73318,7.459976999999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,117.41764,17.612646,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,60.73461,9.1101915,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,67.87412,10.181118,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,84.75498,12.713247,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,67.281364,10.092204599999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,69.71723,10.4575845,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,67.084145,10.06262175,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,51.56644,7.734966,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,51.44773,7.717159499999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,63.82529,9.5737935,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,72.84401,10.926601499999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,57.163982,8.574597299999999,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,42.76637,6.4149555000000005,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,68.53814,10.280721,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,157.567,23.63505,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,73.58715,11.038072499999998,
Coal,fuel,USD,USD,nominal,1.0,1.0,t,MWh_th,0.15,general,77.67,11.6505,
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,8226.0,8226.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,8071.0,8071.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,5846.0,5846.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,3431.0,3431.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,3581.0,3581.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2663.0,2663.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2293.0,2293.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2346.0,2346.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1810.0,1810.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1489.0,1489.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1248.0,1248.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1162.0,1162.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,980.0,980.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1012.0,1012.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,944.0,944.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,7523.0,7523.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,5117.0,5117.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,6069.0,6069.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2498.0,2498.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2461.0,2461.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1975.0,1975.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1810.0,1810.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1495.0,1495.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1298.0,1298.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,916.0,916.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,780.0,780.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,744.0,744.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,724.0,724.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,4291.0,4291.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,4031.0,4031.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,3275.0,3275.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2521.0,2521.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2100.0,2100.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1623.0,1623.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1469.0,1469.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1378.0,1378.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1047.0,1047.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,946.0,946.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,766.0,766.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,714.0,714.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,759.0,759.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,687.0,687.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,591.0,591.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,6515.0,6515.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,6650.0,6650.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,5890.0,5890.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,3865.0,3865.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2821.0,2821.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1857.0,1857.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1572.0,1572.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1476.0,1476.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1279.0,1279.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1166.0,1166.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1113.0,1113.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,918.0,918.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1228.0,1228.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,978.0,978.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1104.0,1104.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,4412.0,4412.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,3509.0,3509.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2788.0,2788.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2386.0,2386.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1906.0,1906.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1524.0,1524.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1384.0,1384.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1327.0,1327.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1326.0,1326.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1070.0,1070.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,823.0,823.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,788.0,788.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1057.0,1057.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,748.0,748.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,593.0,593.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,5628.0,5628.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,4373.0,4373.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2618.0,2618.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2354.0,2354.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2362.0,2362.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2165.0,2165.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,893.0,893.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,826.0,826.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1245.0,1245.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,641.0,641.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,566.0,566.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,6016.0,6016.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,3706.0,3706.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,3251.0,3251.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,3347.0,3347.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2271.0,2271.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1548.0,1548.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1332.0,1332.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1328.0,1328.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,944.0,944.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,736.0,736.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,701.0,701.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,670.0,670.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,680.0,680.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,728.0,728.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,525.0,525.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,6079.0,6079.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,5733.0,5733.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,3045.0,3045.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2424.0,2424.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2241.0,2241.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1158.0,1158.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1036.0,1036.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,989.0,989.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,919.0,919.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,892.0,892.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,818.0,818.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,841.0,841.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,804.0,804.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,6644.0,6644.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,4666.0,4666.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,3987.0,3987.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,3655.0,3655.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2645.0,2645.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2902.0,2902.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2632.0,2632.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2502.0,2502.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2465.0,2465.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2156.0,2156.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,1923.0,1923.0,"No unit rule for 'kW' with tech 'Solar', kept units."
Solar,capex,USD,USD,2024,1.0,1.0,kW,kW,1.0,none,2023.0,2023.0,"No unit rule for 'kW' with tech 'Solar', kept units."
