Result_ID,Sensitivity,Country,Year,Tech,Availability,LCOE,Cost,Solar_Capacity_MW,BESS_Energy_MWh
1077,DR=0.08_LT=25,Australia,2023,Gas,0.9,97.78851783757548,1355169.9999999998,,
1078,Default,Australia,2024,Gas,0.9,83.11712324269739,1355169.9999999998,,
1079,DR=0.08_LT=25,Australia,2024,Gas,0.9,85.96110906564567,1355169.9999999998,,
1080,Default,Australia,2024,Solar+BESS,0.95,61.45,7808394.5071516475,5.2,15.3
1081,DR=0.08_LT=25,Australia,2024,Solar+BESS,0.95,95.11,7808394.5071516475,5.2,15.3
1082,Default,Australia,2015,Solar+BESS,0.95,242.29,37393761.348799996,5.2,15.3
1083,DR=0.08_LT=25,Australia,2015,Solar+BESS,0.95,403.48,37393761.348799996,5.2,15.3
1084,Default,Australia,2016,Solar+BESS,0.95,189.25,28715069.738799997,5.2,15.3
1085,DR=0.08_LT=25,Australia,2016,Solar+BESS,0.95,313.02,28715069.738799997,5.2,15.3
1086,Default,Australia,2017,Solar+BESS,0.95,161.69,24206549.313805837,5.2,15.3
1087,DR=0.08_LT=25,Australia,2017,Solar+BESS,0.95,266.03,24206549.313805837,5.2,15.3
1088,Default,Australia,2018,Solar+BESS,0.95,137.38,20229482.495315984,5.2,15.3
1089,DR=0.08_LT=25,Australia,2018,Solar+BESS,0.95,224.57,20229482.495315984,5.2,15.3
1090,Default,Australia,2019,Solar+BESS,0.95,91.9,12789341.732434787,5.2,15.3
1091,DR=0.08_LT=25,Australia,2019,Solar+BESS,0.95,147.03,12789341.732434787,5.2,15.3
1092,Default,Australia,2020,Solar+BESS,0.95,81.18,11036442.33423991,5.2,15.3
1093,DR=0.08_LT=25,Australia,2020,Solar+BESS,0.95,128.76,11036442.33423991,5.2,15.3
1094,Default,Australia,2021,Solar+BESS,0.95,76.78,10316061.79913191,5.2,15.3
1095,DR=0.08_LT=25,Australia,2021,Solar+BESS,0.95,121.25,10316061.79913191,5.2,15.3
1096,Default,Australia,2022,Solar+BESS,0.95,78.07,10527544.418864232,5.2,15.3
1097,DR=0.08_LT=25,Australia,2022,Solar+BESS,0.95,123.45,10527544.418864232,5.2,15.3
1098,Default,Australia,2023,Solar+BESS,0.95,71.11,9387853.381516336,5.2,15.3
1099,DR=0.08_LT=25,Australia,2023,Solar+BESS,0.95,111.57,9387853.381516336,5.2,15.3
1100,Default,Australia,2015,Coal,0.95,40.82279264875527,1690307.1428571434,,
1101,DR=0.08_LT=25,Australia,2015,Coal,0.95,48.71044983394508,1690307.1428571434,,
1102,Default,Australia,2016,Coal,0.95,42.966920555732024,1690307.1428571434,,
1103,DR=0.08_LT=25,Australia,2016,Coal,0.95,50.85457774092185,1690307.1428571434,,
1104,Default,Australia,2017,Coal,0.95,51.822641485964574,1690307.1428571434,,
1105,DR=0.08_LT=25,Australia,2017,Coal,0.95,59.7102986711544,1690307.1428571434,,
1106,Default,Australia,2018,Coal,0.95,43.79586241619714,1690307.1428571434,,
1107,DR=0.08_LT=25,Australia,2018,Coal,0.95,51.683519601386955,1690307.1428571434,,
1108,Default,Australia,2019,Coal,0.95,37.905013578987834,1690307.1428571434,,
1109,DR=0.08_LT=25,Australia,2019,Coal,0.95,45.79267076417764,1690307.1428571434,,
1110,Default,Australia,2020,Coal,0.95,34.59351590456923,1690307.1428571434,,
1111,DR=0.08_LT=25,Australia,2020,Coal,0.95,42.48117308975904,1690307.1428571434,,
1112,Default,Australia,2021,Coal,0.95,48.02727729991806,1690307.1428571434,,
1113,DR=0.08_LT=25,Australia,2021,Coal,0.95,55.914934485107885,1690307.1428571434,,
1114,Default,Australia,2022,Coal,0.95,79.85366474177852,1690307.1428571434,,
1115,DR=0.08_LT=25,Australia,2022,Coal,0.95,87.74132192696834,1690307.1428571434,,
1116,Default,Australia,2023,Coal,0.95,55.12109439294132,1690307.1428571434,,
1117,DR=0.08_LT=25,Australia,2023,Coal,0.95,63.00875157813114,1690307.1428571434,,
1118,Default,Australia,2024,Coal,0.95,50.17424613712737,1690307.1428571434,,
1119,DR=0.08_LT=25,Australia,2024,Coal,0.95,58.061903322317185,1690307.1428571434,,
1120,Default,Australia,2015,Gas,0.95,55.75919884303557,1355169.9999999998,,
1121,DR=0.08_LT=25,Australia,2015,Gas,0.95,58.45350120161817,1355169.9999999998,,
1122,Default,Australia,2016,Gas,0.95,44.26058129917591,1355169.9999999998,,
1123,DR=0.08_LT=25,Australia,2016,Gas,0.95,46.954883657758515,1355169.9999999998,,
1124,Default,Australia,2017,Gas,0.95,51.34585322900048,1355169.9999999998,,
1125,DR=0.08_LT=25,Australia,2017,Gas,0.95,54.04015558758307,1355169.9999999998,,
1126,Default,Australia,2018,Gas,0.95,64.3396672640882,1355169.9999999998,,
1127,DR=0.08_LT=25,Australia,2018,Gas,0.95,67.0339696226708,1355169.9999999998,,
1128,Default,Australia,2019,Gas,0.95,43.84996375531627,1355169.9999999998,,
1129,DR=0.08_LT=25,Australia,2019,Gas,0.95,46.544266113898864,1355169.9999999998,,
1130,Default,Australia,2020,Gas,0.95,35.90811814128118,1355169.9999999998,,
1131,DR=0.08_LT=25,Australia,2020,Gas,0.95,38.602420499863776,1355169.9999999998,,
1132,Default,Australia,2021,Gas,0.95,110.92267779040398,1355169.9999999998,,
1133,DR=0.08_LT=25,Australia,2021,Gas,0.95,113.6169801489866,1355169.9999999998,,
1134,Default,Australia,2022,Gas,0.95,239.18997603601804,1355169.9999999998,,
1135,DR=0.08_LT=25,Australia,2022,Gas,0.95,241.88427839460067,1355169.9999999998,,
1136,Default,Australia,2023,Gas,0.95,94.16305498338643,1355169.9999999998,,
1137,DR=0.08_LT=25,Australia,2023,Gas,0.95,96.85735734196905,1355169.9999999998,,
1138,Default,Australia,2024,Gas,0.95,82.3356462114566,1355169.9999999998,,
1139,DR=0.08_LT=25,Australia,2024,Gas,0.95,85.02994857003921,1355169.9999999998,,
1140,Default,Australia,2024,Solar+BESS,1.0,69.91,9399423.78284995,6.4,17.6
1141,DR=0.08_LT=25,Australia,2024,Solar+BESS,1.0,108.4,9399423.78284995,6.4,17.6
1142,Default,Australia,2015,Solar+BESS,1.0,271.9,44185091.2972,6.4,17.6
1143,DR=0.08_LT=25,Australia,2015,Solar+BESS,1.0,452.84,44185091.2972,6.4,17.6
1144,Default,Australia,2016,Solar+BESS,1.0,213.0,34040760.2612,6.4,17.6
1145,DR=0.08_LT=25,Australia,2016,Solar+BESS,1.0,352.39,34040760.2612,6.4,17.6
1146,Default,Australia,2017,Solar+BESS,1.0,183.03,28880139.439447824,6.4,17.6
1147,DR=0.08_LT=25,Australia,2017,Solar+BESS,1.0,301.29,28880139.439447824,6.4,17.6
1148,Default,Australia,2018,Solar+BESS,1.0,155.09,24068112.260220997,6.4,17.6
1149,DR=0.08_LT=25,Australia,2018,Solar+BESS,1.0,253.64,24068112.260220997,6.4,17.6
1150,Default,Australia,2019,Solar+BESS,1.0,104.58,15369800.854948727,6.4,17.6
1151,DR=0.08_LT=25,Australia,2019,Solar+BESS,1.0,167.51,15369800.854948727,6.4,17.6
1152,Default,Australia,2020,Solar+BESS,1.0,92.25,13246770.997414429,6.4,17.6
1153,DR=0.08_LT=25,Australia,2020,Solar+BESS,1.0,146.49,13246770.997414429,6.4,17.6
1154,Default,Australia,2021,Solar+BESS,1.0,87.22,12380092.72717451,6.4,17.6
1155,DR=0.08_LT=25,Australia,2021,Solar+BESS,1.0,137.91,12380092.72717451,6.4,17.6
1156,Default,Australia,2022,Solar+BESS,1.0,88.16,12542155.753379289,6.4,17.6
1157,DR=0.08_LT=25,Australia,2022,Solar+BESS,1.0,139.52,12542155.753379289,6.4,17.6
1158,Default,Australia,2023,Solar+BESS,1.0,80.63,11245913.7472994,6.4,17.6
1159,DR=0.08_LT=25,Australia,2023,Solar+BESS,1.0,126.68,11245913.7472994,6.4,17.6
1160,Default,Australia,2015,Coal,1.0,40.084142086084945,1690307.1428571434,,
1161,DR=0.08_LT=25,Australia,2015,Coal,1.0,47.577416412015275,1690307.1428571434,,
1162,Default,Australia,2016,Coal,1.0,42.22826999306169,1690307.1428571434,,
1163,DR=0.08_LT=25,Australia,2016,Coal,1.0,49.72154431899202,1690307.1428571434,,
1164,Default,Australia,2017,Coal,1.0,51.083990923294245,1690307.1428571434,,
1165,DR=0.08_LT=25,Australia,2017,Coal,1.0,58.57726524922458,1690307.1428571434,,
1166,Default,Australia,2018,Coal,1.0,43.057211853526816,1690307.1428571434,,
1167,DR=0.08_LT=25,Australia,2018,Coal,1.0,50.55048617945713,1690307.1428571434,,
1168,Default,Australia,2019,Coal,1.0,37.166363016317504,1690307.1428571434,,
1169,DR=0.08_LT=25,Australia,2019,Coal,1.0,44.659637342247834,1690307.1428571434,,
1170,Default,Australia,2020,Coal,1.0,33.85486534189891,1690307.1428571434,,
1171,DR=0.08_LT=25,Australia,2020,Coal,1.0,41.34813966782924,1690307.1428571434,,
1172,Default,Australia,2021,Coal,1.0,47.288626737247746,1690307.1428571434,,
1173,DR=0.08_LT=25,Australia,2021,Coal,1.0,54.781901063178076,1690307.1428571434,,
1174,Default,Australia,2022,Coal,1.0,79.1150141791082,1690307.1428571434,,
1175,DR=0.08_LT=25,Australia,2022,Coal,1.0,86.60828850503852,1690307.1428571434,,
1176,Default,Australia,2023,Coal,1.0,54.382443830271,1690307.1428571434,,
1177,DR=0.08_LT=25,Australia,2023,Coal,1.0,61.87571815620132,1690307.1428571434,,
1178,Default,Australia,2024,Coal,1.0,49.43559557445705,1690307.1428571434,,
1179,DR=0.08_LT=25,Australia,2024,Coal,1.0,56.92886990038737,1690307.1428571434,,
1180,Default,Australia,2015,Gas,1.0,55.05586951491889,1355169.9999999998,,
1181,DR=0.08_LT=25,Australia,2015,Gas,1.0,57.615456755572346,1355169.9999999998,,
1182,Default,Australia,2016,Gas,1.0,43.55725197105924,1355169.9999999998,,
1183,DR=0.08_LT=25,Australia,2016,Gas,1.0,46.116839211712694,1355169.9999999998,,
1184,Default,Australia,2017,Gas,1.0,50.642523900883795,1355169.9999999998,,
1185,DR=0.08_LT=25,Australia,2017,Gas,1.0,53.20211114153725,1355169.9999999998,,
1186,Default,Australia,2018,Gas,1.0,63.63633793597152,1355169.9999999998,,
1187,DR=0.08_LT=25,Australia,2018,Gas,1.0,66.19592517662498,1355169.9999999998,,
1188,Default,Australia,2019,Gas,1.0,43.14663442719958,1355169.9999999998,,
1189,DR=0.08_LT=25,Australia,2019,Gas,1.0,45.706221667853036,1355169.9999999998,,
1190,Default,Australia,2020,Gas,1.0,35.20478881316449,1355169.9999999998,,
1191,DR=0.08_LT=25,Australia,2020,Gas,1.0,37.764376053817955,1355169.9999999998,,
1192,Default,Australia,2021,Gas,1.0,110.21934846228731,1355169.9999999998,,
1193,DR=0.08_LT=25,Australia,2021,Gas,1.0,112.77893570294079,1355169.9999999998,,
1194,Default,Australia,2022,Gas,1.0,238.48664670790137,1355169.9999999998,,
1195,DR=0.08_LT=25,Australia,2022,Gas,1.0,241.0462339485548,1355169.9999999998,,
1196,Default,Australia,2023,Gas,1.0,93.45972565526975,1355169.9999999998,,
1197,DR=0.08_LT=25,Australia,2023,Gas,1.0,96.01931289592319,1355169.9999999998,,
1198,Default,Australia,2024,Gas,1.0,81.63231688333994,1355169.9999999998,,
1199,DR=0.08_LT=25,Australia,2024,Gas,1.0,84.19190412399338,1355169.9999999998,,
1200,Default,China,2024,Solar+BESS,0.05,15.93,111454.86971999999,0.2,0.0
1201,DR=0.08_LT=25,China,2024,Solar+BESS,0.05,24.89,111454.86971999999,0.2,0.0
1202,Default,China,2015,Solar+BESS,0.05,38.82,306076.57115999993,0.2,0.0
1203,DR=0.08_LT=25,China,2015,Solar+BESS,0.05,63.43,306076.57115999993,0.2,0.0
1204,Default,China,2016,Solar+BESS,0.05,35.4,277034.18548,0.2,0.0
1205,DR=0.08_LT=25,China,2016,Solar+BESS,0.05,57.68,277034.18548,0.2,0.0
1206,Default,China,2017,Solar+BESS,0.05,33.39,259872.77575999996,0.2,0.0
1207,DR=0.08_LT=25,China,2017,Solar+BESS,0.05,54.28,259872.77575999996,0.2,0.0
1208,Default,China,2018,Solar+BESS,0.05,26.04,197450.50523999997,0.2,0.0
1209,DR=0.08_LT=25,China,2018,Solar+BESS,0.05,41.92,197450.50523999997,0.2,0.0
1210,Default,China,2019,Solar+BESS,0.05,23.8,178403.22632,0.2,0.0
1211,DR=0.08_LT=25,China,2019,Solar+BESS,0.05,38.15,178403.22632,0.2,0.0
1212,Default,China,2020,Solar+BESS,0.05,19.81,144457.58071999997,0.2,0.0
1213,DR=0.08_LT=25,China,2020,Solar+BESS,0.05,31.43,144457.58071999997,0.2,0.0
1214,Default,China,2021,Solar+BESS,0.05,18.66,134651.06087999998,0.2,0.0
1215,DR=0.08_LT=25,China,2021,Solar+BESS,0.05,29.49,134651.06087999998,0.2,0.0
1216,Default,China,2022,Solar+BESS,0.05,19.66,143137.47228,0.2,0.0
1217,DR=0.08_LT=25,China,2022,Solar+BESS,0.05,31.17,143137.47228,0.2,0.0
1218,Default,China,2023,Solar+BESS,0.05,18.06,129559.21404,0.2,0.0
1219,DR=0.08_LT=25,China,2023,Solar+BESS,0.05,28.48,129559.21404,0.2,0.0
1220,Default,China,2015,Coal,0.05,195.18147946139626,661053.9285714285,,
1221,DR=0.08_LT=25,China,2015,Coal,0.05,252.77366291927567,661053.9285714285,,
1222,Default,China,2016,Coal,0.05,197.325607368373,661053.9285714285,,
1223,DR=0.08_LT=25,China,2016,Coal,0.05,254.91779082625237,661053.9285714285,,
1224,Default,China,2017,Coal,0.05,206.1813282986056,661053.9285714285,,
1225,DR=0.08_LT=25,China,2017,Coal,0.05,263.77351175648494,661053.9285714285,,
1226,Default,China,2018,Coal,0.05,212.81007248465207,661053.9285714285,,
1227,DR=0.08_LT=25,China,2018,Coal,0.05,270.4022559425315,661053.9285714285,,
1228,Default,China,2019,Coal,0.05,201.37958411255906,661053.9285714285,,
1229,DR=0.08_LT=25,China,2019,Coal,0.05,258.97176757043843,661053.9285714285,,
1230,Default,China,2020,Coal,0.05,194.6804794613963,661053.9285714285,,
1231,DR=0.08_LT=25,China,2020,Coal,0.05,252.2726629192757,661053.9285714285,,
1232,Default,China,2021,Coal,0.05,223.2215027172102,661053.9285714285,,
1233,DR=0.08_LT=25,China,2021,Coal,0.05,280.81368617508963,661053.9285714285,,
1234,Default,China,2022,Coal,0.05,300.5856422520939,661053.9285714285,,
1235,DR=0.08_LT=25,China,2022,Coal,0.05,358.1778257099733,661053.9285714285,,
1236,Default,China,2023,Coal,0.05,239.0934562055823,661053.9285714285,,
1237,DR=0.08_LT=25,China,2023,Coal,0.05,296.68563966346164,661053.9285714285,,
1238,Default,China,2024,Coal,0.05,222.90224690325675,661053.9285714285,,
1239,DR=0.08_LT=25,China,2024,Coal,0.05,280.49443036113615,661053.9285714285,,
1240,Default,China,2015,Gas,0.05,221.42767669928006,635430.0000000001,,
1241,DR=0.08_LT=25,China,2015,Gas,0.05,244.62221687413415,635430.0000000001,,
1242,Default,China,2016,Gas,0.05,200.35620556215727,635430.0000000001,,
1243,DR=0.08_LT=25,China,2016,Gas,0.05,223.55074573701134,635430.0000000001,,
1244,Default,China,2017,Gas,0.05,199.21882501782392,635430.0000000001,,
1245,DR=0.08_LT=25,China,2017,Gas,0.05,222.41336519267801,635430.0000000001,,
1246,Default,China,2018,Gas,0.05,214.48366916545555,635430.0000000001,,
1247,DR=0.08_LT=25,China,2018,Gas,0.05,237.67820934030962,635430.0000000001,,
1248,Default,China,2019,Gas,0.05,188.38377877970112,635430.0000000001,,
1249,DR=0.08_LT=25,China,2019,Gas,0.05,211.57831895455521,635430.0000000001,,
1250,Default,China,2020,Gas,0.05,181.9785304510871,635430.0000000001,,
1251,DR=0.08_LT=25,China,2020,Gas,0.05,205.1730706259412,635430.0000000001,,
1252,Default,China,2021,Gas,0.05,267.16234700826254,635430.0000000001,,
1253,DR=0.08_LT=25,China,2021,Gas,0.05,290.3568871831166,635430.0000000001,,
1254,Default,China,2022,Gas,0.05,355.1596838593152,635430.0000000001,,
1255,DR=0.08_LT=25,China,2022,Gas,0.05,378.3542240341692,635430.0000000001,,
1256,Default,China,2023,Gas,0.05,236.39321017735026,635430.0000000001,,
1257,DR=0.08_LT=25,China,2023,Gas,0.05,259.58775035220435,635430.0000000001,,
1258,Default,China,2024,Gas,0.05,225.91733674270114,635430.0000000001,,
1259,DR=0.08_LT=25,China,2024,Gas,0.05,249.1118769175552,635430.0000000001,,
1260,Default,China,2024,Solar+BESS,0.1,15.93,222909.73943999998,0.4,0.0
1261,DR=0.08_LT=25,China,2024,Solar+BESS,0.1,24.89,222909.73943999998,0.4,0.0
1262,Default,China,2015,Solar+BESS,0.1,38.82,612153.1423199999,0.4,0.0
1263,DR=0.08_LT=25,China,2015,Solar+BESS,0.1,63.43,612153.1423199999,0.4,0.0
1264,Default,China,2016,Solar+BESS,0.1,35.4,554068.37096,0.4,0.0
1265,DR=0.08_LT=25,China,2016,Solar+BESS,0.1,57.68,554068.37096,0.4,0.0
1266,Default,China,2017,Solar+BESS,0.1,33.39,519745.5515199999,0.4,0.0
1267,DR=0.08_LT=25,China,2017,Solar+BESS,0.1,54.28,519745.5515199999,0.4,0.0
1268,Default,China,2018,Solar+BESS,0.1,26.04,394901.01047999994,0.4,0.0
1269,DR=0.08_LT=25,China,2018,Solar+BESS,0.1,41.92,394901.01047999994,0.4,0.0
1270,Default,China,2019,Solar+BESS,0.1,23.8,356806.45264,0.4,0.0
1271,DR=0.08_LT=25,China,2019,Solar+BESS,0.1,38.15,356806.45264,0.4,0.0
1272,Default,China,2020,Solar+BESS,0.1,19.81,288915.16143999994,0.4,0.0
1273,DR=0.08_LT=25,China,2020,Solar+BESS,0.1,31.43,288915.16143999994,0.4,0.0
1274,Default,China,2021,Solar+BESS,0.1,18.66,269302.12175999995,0.4,0.0
1275,DR=0.08_LT=25,China,2021,Solar+BESS,0.1,29.49,269302.12175999995,0.4,0.0
1276,Default,China,2022,Solar+BESS,0.1,19.66,286274.94456,0.4,0.0
1277,DR=0.08_LT=25,China,2022,Solar+BESS,0.1,31.17,286274.94456,0.4,0.0
1278,Default,China,2023,Solar+BESS,0.1,18.06,259118.42808,0.4,0.0
1279,DR=0.08_LT=25,China,2023,Solar+BESS,0.1,28.48,259118.42808,0.4,0.0
1280,Default,China,2015,Coal,0.1,110.61563042837255,661053.9285714285,,
1281,DR=0.08_LT=25,China,2015,Coal,0.1,139.41172215731223,661053.9285714285,,
1282,Default,China,2016,Coal,0.1,112.75975833534932,661053.9285714285,,
1283,DR=0.08_LT=25,China,2016,Coal,0.1,141.55585006428902,661053.9285714285,,
1284,Default,China,2017,Coal,0.1,121.61547926558187,661053.9285714285,,
1285,DR=0.08_LT=25,China,2017,Coal,0.1,150.41157099452155,661053.9285714285,,
1286,Default,China,2018,Coal,0.1,128.2442234516284,661053.9285714285,,
1287,DR=0.08_LT=25,China,2018,Coal,0.1,157.0403151805681,661053.9285714285,,
1288,Default,China,2019,Coal,0.1,116.81373507953535,661053.9285714285,,
1289,DR=0.08_LT=25,China,2019,Coal,0.1,145.60982680847502,661053.9285714285,,
1290,Default,China,2020,Coal,0.1,110.11463042837255,661053.9285714285,,
1291,DR=0.08_LT=25,China,2020,Coal,0.1,138.91072215731225,661053.9285714285,,
1292,Default,China,2021,Coal,0.1,138.65565368418652,661053.9285714285,,
1293,DR=0.08_LT=25,China,2021,Coal,0.1,167.45174541312622,661053.9285714285,,
1294,Default,China,2022,Coal,0.1,216.01979321907024,661053.9285714285,,
1295,DR=0.08_LT=25,China,2022,Coal,0.1,244.81588494800994,661053.9285714285,,
1296,Default,China,2023,Coal,0.1,154.52760717255862,661053.9285714285,,
1297,DR=0.08_LT=25,China,2023,Coal,0.1,183.3236989014983,661053.9285714285,,
1298,Default,China,2024,Coal,0.1,138.33639787023301,661053.9285714285,,
1299,DR=0.08_LT=25,China,2024,Coal,0.1,167.13248959917271,661053.9285714285,,
1300,Default,China,2015,Gas,0.1,145.06358773356988,635430.0000000001,,
1301,DR=0.08_LT=25,China,2015,Gas,0.1,156.6608578209969,635430.0000000001,,
1302,Default,China,2016,Gas,0.1,123.99211659644708,635430.0000000001,,
1303,DR=0.08_LT=25,China,2016,Gas,0.1,135.5893866838741,635430.0000000001,,
1304,Default,China,2017,Gas,0.1,122.85473605211374,635430.0000000001,,
1305,DR=0.08_LT=25,China,2017,Gas,0.1,134.45200613954077,635430.0000000001,,
1306,Default,China,2018,Gas,0.1,138.11958019974531,635430.0000000001,,
1307,DR=0.08_LT=25,China,2018,Gas,0.1,149.71685028717235,635430.0000000001,,
1308,Default,China,2019,Gas,0.1,112.01968981399094,635430.0000000001,,
1309,DR=0.08_LT=25,China,2019,Gas,0.1,123.61695990141799,635430.0000000001,,
1310,Default,China,2020,Gas,0.1,105.61444148537689,635430.0000000001,,
1311,DR=0.08_LT=25,China,2020,Gas,0.1,117.21171157280392,635430.0000000001,,
1312,Default,China,2021,Gas,0.1,190.79825804255233,635430.0000000001,,
1313,DR=0.08_LT=25,China,2021,Gas,0.1,202.39552812997937,635430.0000000001,,
1314,Default,China,2022,Gas,0.1,278.795594893605,635430.0000000001,,
1315,DR=0.08_LT=25,China,2022,Gas,0.1,290.392864981032,635430.0000000001,,
1316,Default,China,2023,Gas,0.1,160.02912121164007,635430.0000000001,,
1317,DR=0.08_LT=25,China,2023,Gas,0.1,171.62639129906705,635430.0000000001,,
1318,Default,China,2024,Gas,0.1,149.55324777699093,635430.0000000001,,
1319,DR=0.08_LT=25,China,2024,Gas,0.1,161.15051786441796,635430.0000000001,,
1320,Default,China,2024,Solar+BESS,0.15,15.93,334364.60325000004,0.6,0.0
1321,DR=0.08_LT=25,China,2024,Solar+BESS,0.15,24.89,334364.60325000004,0.6,0.0
1322,Default,China,2015,Solar+BESS,0.15,38.82,918229.6972500001,0.6,0.0
1323,DR=0.08_LT=25,China,2015,Solar+BESS,0.15,63.43,918229.6972500001,0.6,0.0
1324,Default,China,2016,Solar+BESS,0.15,35.4,831102.54175,0.6,0.0
1325,DR=0.08_LT=25,China,2016,Solar+BESS,0.15,57.68,831102.54175,0.6,0.0
1326,Default,China,2017,Solar+BESS,0.15,33.39,779618.3135,0.6,0.0
1327,DR=0.08_LT=25,China,2017,Solar+BESS,0.15,54.28,779618.3135,0.6,0.0
1328,Default,China,2018,Solar+BESS,0.15,26.04,592351.50525,0.6,0.0
1329,DR=0.08_LT=25,China,2018,Solar+BESS,0.15,41.92,592351.50525,0.6,0.0
1330,Default,China,2019,Solar+BESS,0.15,23.8,535209.6695000001,0.6,0.0
1331,DR=0.08_LT=25,China,2019,Solar+BESS,0.15,38.15,535209.6695000001,0.6,0.0
1332,Default,China,2020,Solar+BESS,0.15,19.81,433372.7345,0.6,0.0
1333,DR=0.08_LT=25,China,2020,Solar+BESS,0.15,31.43,433372.7345,0.6,0.0
1334,Default,China,2021,Solar+BESS,0.15,18.66,403953.17550000007,0.6,0.0
1335,DR=0.08_LT=25,China,2021,Solar+BESS,0.15,29.49,403953.17550000007,0.6,0.0
1336,Default,China,2022,Solar+BESS,0.15,19.66,429412.40925,0.6,0.0
1337,DR=0.08_LT=25,China,2022,Solar+BESS,0.15,31.17,429412.40925,0.6,0.0
1338,Default,China,2023,Solar+BESS,0.15,18.06,388677.63525000005,0.6,0.0
1339,DR=0.08_LT=25,China,2023,Solar+BESS,0.15,28.48,388677.63525000005,0.6,0.0
1340,Default,China,2015,Coal,0.15,82.42701408403131,661053.9285714285,,
1341,DR=0.08_LT=25,China,2015,Coal,0.15,101.62440856999112,661053.9285714285,,
1342,Default,China,2016,Coal,0.15,84.57114199100806,661053.9285714285,,
1343,DR=0.08_LT=25,China,2016,Coal,0.15,103.76853647696785,661053.9285714285,,
1344,Default,China,2017,Coal,0.15,93.42686292124063,661053.9285714285,,
1345,DR=0.08_LT=25,China,2017,Coal,0.15,112.62425740720042,661053.9285714285,,
1346,Default,China,2018,Coal,0.15,100.05560710728713,661053.9285714285,,
1347,DR=0.08_LT=25,China,2018,Coal,0.15,119.25300159324692,661053.9285714285,,
1348,Default,China,2019,Coal,0.15,88.6251187351941,661053.9285714285,,
1349,DR=0.08_LT=25,China,2019,Coal,0.15,107.8225132211539,661053.9285714285,,
1350,Default,China,2020,Coal,0.15,81.92601408403131,661053.9285714285,,
1351,DR=0.08_LT=25,China,2020,Coal,0.15,101.12340856999111,661053.9285714285,,
1352,Default,China,2021,Coal,0.15,110.46703733984528,661053.9285714285,,
1353,DR=0.08_LT=25,China,2021,Coal,0.15,129.66443182580508,661053.9285714285,,
1354,Default,China,2022,Coal,0.15,187.831176874729,661053.9285714285,,
1355,DR=0.08_LT=25,China,2022,Coal,0.15,207.02857136068883,661053.9285714285,,
1356,Default,China,2023,Coal,0.15,126.33899082821735,661053.9285714285,,
1357,DR=0.08_LT=25,China,2023,Coal,0.15,145.53638531417712,661053.9285714285,,
1358,Default,China,2024,Coal,0.15,110.14778152589179,661053.9285714285,,
1359,DR=0.08_LT=25,China,2024,Coal,0.15,129.34517601185155,661053.9285714285,,
1360,Default,China,2015,Gas,0.15,119.60889141166645,635430.0000000001,,
1361,DR=0.08_LT=25,China,2015,Gas,0.15,127.34040480328449,635430.0000000001,,
1362,Default,China,2016,Gas,0.15,98.53742027454365,635430.0000000001,,
1363,DR=0.08_LT=25,China,2016,Gas,0.15,106.26893366616169,635430.0000000001,,
1364,Default,China,2017,Gas,0.15,97.40003973021031,635430.0000000001,,
1365,DR=0.08_LT=25,China,2017,Gas,0.15,105.13155312182835,635430.0000000001,,
1366,Default,China,2018,Gas,0.15,112.66488387784192,635430.0000000001,,
1367,DR=0.08_LT=25,China,2018,Gas,0.15,120.39639726945995,635430.0000000001,,
1368,Default,China,2019,Gas,0.15,86.56499349208751,635430.0000000001,,
1369,DR=0.08_LT=25,China,2019,Gas,0.15,94.29650688370556,635430.0000000001,,
1370,Default,China,2020,Gas,0.15,80.15974516347347,635430.0000000001,,
1371,DR=0.08_LT=25,China,2020,Gas,0.15,87.89125855509151,635430.0000000001,,
1372,Default,China,2021,Gas,0.15,165.34356172064892,635430.0000000001,,
1373,DR=0.08_LT=25,China,2021,Gas,0.15,173.07507511226697,635430.0000000001,,
1374,Default,China,2022,Gas,0.15,253.3408985717016,635430.0000000001,,
1375,DR=0.08_LT=25,China,2022,Gas,0.15,261.0724119633196,635430.0000000001,,
1376,Default,China,2023,Gas,0.15,134.57442488973663,635430.0000000001,,
1377,DR=0.08_LT=25,China,2023,Gas,0.15,142.30593828135468,635430.0000000001,,
1378,Default,China,2024,Gas,0.15,124.0985514550875,635430.0000000001,,
1379,DR=0.08_LT=25,China,2024,Gas,0.15,131.83006484670554,635430.0000000001,,
1380,Default,China,2024,Solar+BESS,0.2,15.93,445819.47297,0.8,0.0
1381,DR=0.08_LT=25,China,2024,Solar+BESS,0.2,24.89,445819.47297,0.8,0.0
1382,Default,China,2015,Solar+BESS,0.2,38.82,1224306.26841,0.8,0.0
1383,DR=0.08_LT=25,China,2015,Solar+BESS,0.2,63.43,1224306.26841,0.8,0.0
1384,Default,China,2016,Solar+BESS,0.2,35.4,1108136.72723,0.8,0.0
1385,DR=0.08_LT=25,China,2016,Solar+BESS,0.2,57.68,1108136.72723,0.8,0.0
1386,Default,China,2017,Solar+BESS,0.2,33.39,1039491.08926,0.8,0.0
1387,DR=0.08_LT=25,China,2017,Solar+BESS,0.2,54.28,1039491.08926,0.8,0.0
1388,Default,China,2018,Solar+BESS,0.2,26.04,789802.01049,0.8,0.0
1389,DR=0.08_LT=25,China,2018,Solar+BESS,0.2,41.92,789802.01049,0.8,0.0
