Result_ID,Sensitivity,Country,Year,Tech,Availability,LCOE,Cost,Solar_Capacity_MW,BESS_Energy_MWh
3506,Default,Spain,2018,Coal,0.95,62.49028797333764,2294519.9999999995,,
3507,DR=0.08_LT=25,Spain,2018,Coal,0.95,72.63671021198607,2294519.9999999995,,
3508,Default,Spain,2019,Coal,0.95,51.05979960124461,2294519.9999999995,,
3509,DR=0.08_LT=25,Spain,2019,Coal,0.95,61.20622183989305,2294519.9999999995,,
3510,Default,Spain,2020,Coal,0.95,44.360694950081836,2294519.9999999995,,
3511,DR=0.08_LT=25,Spain,2020,Coal,0.95,54.50711718873026,2294519.9999999995,,
3512,Default,Spain,2021,Coal,0.95,72.90171820589579,2294519.9999999995,,
3513,DR=0.08_LT=25,Spain,2021,Coal,0.95,83.04814044454423,2294519.9999999995,,
3514,Default,Spain,2022,Coal,0.95,150.2658577407795,2294519.9999999995,,
3515,DR=0.08_LT=25,Spain,2022,Coal,0.95,160.41227997942798,2294519.9999999995,,
3516,Default,Spain,2023,Coal,0.95,88.77367169426788,2294519.9999999995,,
3517,DR=0.08_LT=25,Spain,2023,Coal,0.95,98.92009393291632,2294519.9999999995,,
3518,Default,Spain,2024,Coal,0.95,72.5824623919423,2294519.9999999995,,
3519,DR=0.08_LT=25,Spain,2024,Coal,0.95,82.72888463059074,2294519.9999999995,,
3520,Default,Spain,2015,Gas,0.95,53.1652534552494,1023180.0000000001,,
3521,DR=0.08_LT=25,Spain,2015,Gas,0.95,54.99319319857148,1023180.0000000001,,
3522,Default,Spain,2016,Gas,0.95,41.666635911389754,1023180.0000000001,,
3523,DR=0.08_LT=25,Spain,2016,Gas,0.95,43.49457565471183,1023180.0000000001,,
3524,Default,Spain,2017,Gas,0.95,48.75190784121432,1023180.0000000001,,
3525,DR=0.08_LT=25,Spain,2017,Gas,0.95,50.579847584536395,1023180.0000000001,,
3526,Default,Spain,2018,Gas,0.95,61.745721876302035,1023180.0000000001,,
3527,DR=0.08_LT=25,Spain,2018,Gas,0.95,63.57366161962411,1023180.0000000001,,
3528,Default,Spain,2019,Gas,0.95,41.2560183675301,1023180.0000000001,,
3529,DR=0.08_LT=25,Spain,2019,Gas,0.95,43.08395811085218,1023180.0000000001,,
3530,Default,Spain,2020,Gas,0.95,33.31417275349501,1023180.0000000001,,
3531,DR=0.08_LT=25,Spain,2020,Gas,0.95,35.14211249681709,1023180.0000000001,,
3532,Default,Spain,2021,Gas,0.95,108.32873240261783,1023180.0000000001,,
3533,DR=0.08_LT=25,Spain,2021,Gas,0.95,110.15667214593991,1023180.0000000001,,
3534,Default,Spain,2022,Gas,0.95,236.5960306482319,1023180.0000000001,,
3535,DR=0.08_LT=25,Spain,2022,Gas,0.95,238.42397039155398,1023180.0000000001,,
3536,Default,Spain,2023,Gas,0.95,91.56910959560028,1023180.0000000001,,
3537,DR=0.08_LT=25,Spain,2023,Gas,0.95,93.39704933892236,1023180.0000000001,,
3538,Default,Spain,2024,Gas,0.95,79.74170082367044,1023180.0000000001,,
3539,DR=0.08_LT=25,Spain,2024,Gas,0.95,81.56964056699252,1023180.0000000001,,
3540,Default,Spain,2024,Solar+BESS,1.0,91.76,12023083.673869804,10.1,19.6
3541,DR=0.08_LT=25,Spain,2024,Solar+BESS,1.0,138.31,12023083.673869804,10.1,19.6
3542,Default,Spain,2015,Solar+BESS,1.0,352.72,55300839.276,10.1,19.6
3543,DR=0.08_LT=25,Spain,2015,Solar+BESS,1.0,566.84,55300839.276,10.1,19.6
3544,Default,Spain,2016,Solar+BESS,1.0,298.53,46313366.228,10.1,19.6
3545,DR=0.08_LT=25,Spain,2016,Solar+BESS,1.0,477.84,46313366.228,10.1,19.6
3546,Default,Spain,2017,Solar+BESS,1.0,226.76,34411628.925007686,10.1,19.6
3547,DR=0.08_LT=25,Spain,2017,Solar+BESS,1.0,360.0,34411628.925007686,10.1,19.6
3548,Default,Spain,2018,Solar+BESS,1.0,198.99,29806238.317630135,10.1,19.6
3549,DR=0.08_LT=25,Spain,2018,Solar+BESS,1.0,314.39,29806238.317630135,10.1,19.6
3550,Default,Spain,2019,Solar+BESS,1.0,149.06,21525674.27526974,10.1,19.6
3551,DR=0.08_LT=25,Spain,2019,Solar+BESS,1.0,232.4,21525674.27526974,10.1,19.6
3552,Default,Spain,2020,Solar+BESS,1.0,109.1,14898397.595258571,10.1,19.6
3553,DR=0.08_LT=25,Spain,2020,Solar+BESS,1.0,166.78,14898397.595258571,10.1,19.6
3554,Default,Spain,2021,Solar+BESS,1.0,108.79,14846945.244454844,10.1,19.6
3555,DR=0.08_LT=25,Spain,2021,Solar+BESS,1.0,166.27,14846945.244454844,10.1,19.6
3556,Default,Spain,2022,Solar+BESS,1.0,111.54,15303020.201485174,10.1,19.6
3557,DR=0.08_LT=25,Spain,2022,Solar+BESS,1.0,170.79,15303020.201485174,10.1,19.6
3558,Default,Spain,2023,Solar+BESS,1.0,93.04,12235493.943754815,10.1,19.6
3559,DR=0.08_LT=25,Spain,2023,Solar+BESS,1.0,140.41,12235493.943754815,10.1,19.6
3560,Default,Spain,2015,Coal,1.0,43.921099272345174,2294519.9999999995,,
3561,DR=0.08_LT=25,Spain,2015,Coal,1.0,53.56020039906119,2294519.9999999995,,
3562,Default,Spain,2016,Coal,1.0,46.065227179321916,2294519.9999999995,,
3563,DR=0.08_LT=25,Spain,2016,Coal,1.0,55.70432830603794,2294519.9999999995,,
3564,Default,Spain,2017,Coal,1.0,54.92094810955448,2294519.9999999995,,
3565,DR=0.08_LT=25,Spain,2017,Coal,1.0,64.5600492362705,2294519.9999999995,,
3566,Default,Spain,2018,Coal,1.0,61.54969229560099,2294519.9999999995,,
3567,DR=0.08_LT=25,Spain,2018,Coal,1.0,71.188793422317,2294519.9999999995,,
3568,Default,Spain,2019,Coal,1.0,50.11920392350796,2294519.9999999995,,
3569,DR=0.08_LT=25,Spain,2019,Coal,1.0,59.75830505022398,2294519.9999999995,,
3570,Default,Spain,2020,Coal,1.0,43.420099272345176,2294519.9999999995,,
3571,DR=0.08_LT=25,Spain,2020,Coal,1.0,53.05920039906119,2294519.9999999995,,
3572,Default,Spain,2021,Coal,1.0,71.96112252815914,2294519.9999999995,,
3573,DR=0.08_LT=25,Spain,2021,Coal,1.0,81.60022365487517,2294519.9999999995,,
3574,Default,Spain,2022,Coal,1.0,149.32526206304289,2294519.9999999995,,
3575,DR=0.08_LT=25,Spain,2022,Coal,1.0,158.9643631897589,2294519.9999999995,,
3576,Default,Spain,2023,Coal,1.0,87.83307601653122,2294519.9999999995,,
3577,DR=0.08_LT=25,Spain,2023,Coal,1.0,97.47217714324724,2294519.9999999995,,
3578,Default,Spain,2024,Coal,1.0,71.64186671420565,2294519.9999999995,,
3579,DR=0.08_LT=25,Spain,2024,Coal,1.0,81.28096784092166,2294519.9999999995,,
3580,Default,Spain,2015,Gas,1.0,52.591621396522015,1023180.0000000001,,
3581,DR=0.08_LT=25,Spain,2015,Gas,1.0,54.32816415267799,1023180.0000000001,,
3582,Default,Spain,2016,Gas,1.0,41.09300385266236,1023180.0000000001,,
3583,DR=0.08_LT=25,Spain,2016,Gas,1.0,42.82954660881835,1023180.0000000001,,
3584,Default,Spain,2017,Gas,1.0,48.178275782486935,1023180.0000000001,,
3585,DR=0.08_LT=25,Spain,2017,Gas,1.0,49.91481853864291,1023180.0000000001,,
3586,Default,Spain,2018,Gas,1.0,61.172089817574644,1023180.0000000001,,
3587,DR=0.08_LT=25,Spain,2018,Gas,1.0,62.90863257373063,1023180.0000000001,,
3588,Default,Spain,2019,Gas,1.0,40.68238630880272,1023180.0000000001,,
3589,DR=0.08_LT=25,Spain,2019,Gas,1.0,42.41892906495869,1023180.0000000001,,
3590,Default,Spain,2020,Gas,1.0,32.740540694767624,1023180.0000000001,,
3591,DR=0.08_LT=25,Spain,2020,Gas,1.0,34.4770834509236,1023180.0000000001,,
3592,Default,Spain,2021,Gas,1.0,107.75510034389043,1023180.0000000001,,
3593,DR=0.08_LT=25,Spain,2021,Gas,1.0,109.49164310004643,1023180.0000000001,,
3594,Default,Spain,2022,Gas,1.0,236.0223985895045,1023180.0000000001,,
3595,DR=0.08_LT=25,Spain,2022,Gas,1.0,237.75894134566045,1023180.0000000001,,
3596,Default,Spain,2023,Gas,1.0,90.99547753687287,1023180.0000000001,,
3597,DR=0.08_LT=25,Spain,2023,Gas,1.0,92.73202029302885,1023180.0000000001,,
3598,Default,Spain,2024,Gas,1.0,79.16806876494306,1023180.0000000001,,
3599,DR=0.08_LT=25,Spain,2024,Gas,1.0,80.90461152109903,1023180.0000000001,,
3600,Default,United Kingdom,2024,Solar+BESS,0.05,24.37,174308.29216,0.2,0.0
3601,DR=0.08_LT=25,United Kingdom,2024,Solar+BESS,0.05,37.87,174308.29216,0.2,0.0
3602,Default,United Kingdom,2015,Solar+BESS,0.05,50.81,393592.15136,0.2,0.0
3603,DR=0.08_LT=25,United Kingdom,2015,Solar+BESS,0.05,81.29,393592.15136,0.2,0.0
3604,Default,United Kingdom,2016,Solar+BESS,0.05,56.2,438219.4977034055,0.2,0.0
3605,DR=0.08_LT=25,United Kingdom,2016,Solar+BESS,0.05,90.13,438219.4977034055,0.2,0.0
3606,Default,United Kingdom,2017,Solar+BESS,0.05,48.77,376638.56552132923,0.2,0.0
3607,DR=0.08_LT=25,United Kingdom,2017,Solar+BESS,0.05,77.93,376638.56552132923,0.2,0.0
3608,Default,United Kingdom,2018,Solar+BESS,0.05,42.16,321874.30260526616,0.2,0.0
3609,DR=0.08_LT=25,United Kingdom,2018,Solar+BESS,0.05,67.09,321874.30260526616,0.2,0.0
3610,Default,United Kingdom,2019,Solar+BESS,0.05,35.41,265877.6376699702,0.2,0.0
3611,DR=0.08_LT=25,United Kingdom,2019,Solar+BESS,0.05,56.0,265877.6376699702,0.2,0.0
3612,Default,United Kingdom,2020,Solar+BESS,0.05,31.51,233554.479009178,0.2,0.0
3613,DR=0.08_LT=25,United Kingdom,2020,Solar+BESS,0.05,49.6,233554.479009178,0.2,0.0
3614,Default,United Kingdom,2021,Solar+BESS,0.05,29.6,217666.309714862,0.2,0.0
3615,DR=0.08_LT=25,United Kingdom,2021,Solar+BESS,0.05,46.45,217666.309714862,0.2,0.0
3616,Default,United Kingdom,2022,Solar+BESS,0.05,28.43,208031.58739044648,0.2,0.0
3617,DR=0.08_LT=25,United Kingdom,2022,Solar+BESS,0.05,44.54,208031.58739044648,0.2,0.0
3618,Default,United Kingdom,2023,Solar+BESS,0.05,24.28,173577.65872777477,0.2,0.0
3619,DR=0.08_LT=25,United Kingdom,2023,Solar+BESS,0.05,37.72,173577.65872777477,0.2,0.0
3620,Default,United Kingdom,2015,Coal,0.05,333.5901995287563,1856989.9999999998,,
3621,DR=0.08_LT=25,United Kingdom,2015,Coal,0.05,489.611627986999,1856989.9999999998,,
3622,Default,United Kingdom,2016,Coal,0.05,335.73432743573306,1856989.9999999998,,
3623,DR=0.08_LT=25,United Kingdom,2016,Coal,0.05,491.75575589397573,1856989.9999999998,,
3624,Default,United Kingdom,2017,Coal,0.05,344.59004836596563,1856989.9999999998,,
3625,DR=0.08_LT=25,United Kingdom,2017,Coal,0.05,500.6114768242083,1856989.9999999998,,
3626,Default,United Kingdom,2018,Coal,0.05,351.21879255201213,1856989.9999999998,,
3627,DR=0.08_LT=25,United Kingdom,2018,Coal,0.05,507.2402210102548,1856989.9999999998,,
3628,Default,United Kingdom,2019,Coal,0.05,339.78830417991907,1856989.9999999998,,
3629,DR=0.08_LT=25,United Kingdom,2019,Coal,0.05,495.8097326381618,1856989.9999999998,,
3630,Default,United Kingdom,2020,Coal,0.05,333.0891995287563,1856989.9999999998,,
3631,DR=0.08_LT=25,United Kingdom,2020,Coal,0.05,489.1106279869991,1856989.9999999998,,
3632,Default,United Kingdom,2021,Coal,0.05,361.63022278457026,1856989.9999999998,,
3633,DR=0.08_LT=25,United Kingdom,2021,Coal,0.05,517.6516512428129,1856989.9999999998,,
3634,Default,United Kingdom,2022,Coal,0.05,438.994362319454,1856989.9999999998,,
3635,DR=0.08_LT=25,United Kingdom,2022,Coal,0.05,595.0157907776967,1856989.9999999998,,
3636,Default,United Kingdom,2023,Coal,0.05,377.5021762729423,1856989.9999999998,,
3637,DR=0.08_LT=25,United Kingdom,2023,Coal,0.05,533.5236047311851,1856989.9999999998,,
3638,Default,United Kingdom,2024,Coal,0.05,361.3109669706168,1856989.9999999998,,
3639,DR=0.08_LT=25,United Kingdom,2024,Coal,0.05,517.3323954288594,1856989.9999999998,,
3640,Default,United Kingdom,2015,Gas,0.05,257.18719047843683,1005290.0000000001,,
3641,DR=0.08_LT=25,United Kingdom,2015,Gas,0.05,291.31078686100955,1005290.0000000001,,
3642,Default,United Kingdom,2016,Gas,0.05,245.95294486440176,1005290.0000000001,,
3643,DR=0.08_LT=25,United Kingdom,2016,Gas,0.05,280.07654124697444,1005290.0000000001,,
3644,Default,United Kingdom,2017,Gas,0.05,252.71966767141933,1005290.0000000001,,
3645,DR=0.08_LT=25,United Kingdom,2017,Gas,0.05,286.843264053992,1005290.0000000001,,
3646,Default,United Kingdom,2018,Gas,0.05,265.8616676714193,1005290.0000000001,,
3647,DR=0.08_LT=25,United Kingdom,2018,Gas,0.05,299.985264053992,1005290.0000000001,,
3648,Default,United Kingdom,2019,Gas,0.05,244.85063082931407,1005290.0000000001,,
3649,DR=0.08_LT=25,United Kingdom,2019,Gas,0.05,278.9742272118867,1005290.0000000001,,
3650,Default,United Kingdom,2020,Gas,0.05,237.1325887240509,1005290.0000000001,,
3651,DR=0.08_LT=25,United Kingdom,2020,Gas,0.05,271.2561851066236,1005290.0000000001,,
3652,Default,United Kingdom,2021,Gas,0.05,310.61770977668243,1005290.0000000001,,
3653,DR=0.08_LT=25,United Kingdom,2021,Gas,0.05,344.74130615925515,1005290.0000000001,,
3654,Default,United Kingdom,2022,Gas,0.05,365.08195539071755,1005290.0000000001,,
3655,DR=0.08_LT=25,United Kingdom,2022,Gas,0.05,399.20555177329027,1005290.0000000001,,
3656,Default,United Kingdom,2023,Gas,0.05,291.7582781977351,1005290.0000000001,,
3657,DR=0.08_LT=25,United Kingdom,2023,Gas,0.05,325.8818745803078,1005290.0000000001,,
3658,Default,United Kingdom,2024,Gas,0.05,282.11651679422636,1005290.0000000001,,
3659,DR=0.08_LT=25,United Kingdom,2024,Gas,0.05,316.24011317679907,1005290.0000000001,,
3660,Default,United Kingdom,2024,Solar+BESS,0.1,24.37,348616.57652999996,0.4,0.0
3661,DR=0.08_LT=25,United Kingdom,2024,Solar+BESS,0.1,37.87,348616.57652999996,0.4,0.0
3662,Default,United Kingdom,2015,Solar+BESS,0.1,50.81,787184.2851300001,0.4,0.0
3663,DR=0.08_LT=25,United Kingdom,2015,Solar+BESS,0.1,81.29,787184.2851300001,0.4,0.0
3664,Default,United Kingdom,2016,Solar+BESS,0.1,56.2,876438.9758223734,0.4,0.0
3665,DR=0.08_LT=25,United Kingdom,2016,Solar+BESS,0.1,90.13,876438.9758223734,0.4,0.0
3666,Default,United Kingdom,2017,Solar+BESS,0.1,48.77,753277.11421033,0.4,0.0
3667,DR=0.08_LT=25,United Kingdom,2017,Solar+BESS,0.1,77.93,753277.11421033,0.4,0.0
3668,Default,United Kingdom,2018,Solar+BESS,0.1,42.16,643748.5908256698,0.4,0.0
3669,DR=0.08_LT=25,United Kingdom,2018,Solar+BESS,0.1,67.09,643748.5908256698,0.4,0.0
3670,Default,United Kingdom,2019,Solar+BESS,0.1,35.41,531755.2634576211,0.4,0.0
3671,DR=0.08_LT=25,United Kingdom,2019,Solar+BESS,0.1,56.0,531755.2634576211,0.4,0.0
3672,Default,United Kingdom,2020,Solar+BESS,0.1,31.51,467108.94758058875,0.4,0.0
3673,DR=0.08_LT=25,United Kingdom,2020,Solar+BESS,0.1,49.6,467108.94758058875,0.4,0.0
3674,Default,United Kingdom,2021,Solar+BESS,0.1,29.6,435332.60970201384,0.4,0.0
3675,DR=0.08_LT=25,United Kingdom,2021,Solar+BESS,0.1,46.45,435332.60970201384,0.4,0.0
3676,Default,United Kingdom,2022,Solar+BESS,0.1,28.43,416063.1654837674,0.4,0.0
3677,DR=0.08_LT=25,United Kingdom,2022,Solar+BESS,0.1,44.54,416063.1654837674,0.4,0.0
3678,Default,United Kingdom,2023,Solar+BESS,0.1,24.28,347155.30969820224,0.4,0.0
3679,DR=0.08_LT=25,United Kingdom,2023,Solar+BESS,0.1,37.72,347155.30969820224,0.4,0.0
3680,Default,United Kingdom,2015,Coal,0.1,179.81999046205257,1856989.9999999998,,
3681,DR=0.08_LT=25,United Kingdom,2015,Coal,0.1,257.83070469117393,1856989.9999999998,,
3682,Default,United Kingdom,2016,Coal,0.1,181.96411836902934,1856989.9999999998,,
3683,DR=0.08_LT=25,United Kingdom,2016,Coal,0.1,259.97483259815067,1856989.9999999998,,
3684,Default,United Kingdom,2017,Coal,0.1,190.81983929926184,1856989.9999999998,,
3685,DR=0.08_LT=25,United Kingdom,2017,Coal,0.1,268.83055352838323,1856989.9999999998,,
3686,Default,United Kingdom,2018,Coal,0.1,197.44858348530838,1856989.9999999998,,
3687,DR=0.08_LT=25,United Kingdom,2018,Coal,0.1,275.4592977144298,1856989.9999999998,,
3688,Default,United Kingdom,2019,Coal,0.1,186.01809511321537,1856989.9999999998,,
3689,DR=0.08_LT=25,United Kingdom,2019,Coal,0.1,264.02880934233673,1856989.9999999998,,
3690,Default,United Kingdom,2020,Coal,0.1,179.31899046205257,1856989.9999999998,,
3691,DR=0.08_LT=25,United Kingdom,2020,Coal,0.1,257.3297046911739,1856989.9999999998,,
3692,Default,United Kingdom,2021,Coal,0.1,207.86001371786654,1856989.9999999998,,
3693,DR=0.08_LT=25,United Kingdom,2021,Coal,0.1,285.87072794698787,1856989.9999999998,,
3694,Default,United Kingdom,2022,Coal,0.1,285.2241532527502,1856989.9999999998,,
3695,DR=0.08_LT=25,United Kingdom,2022,Coal,0.1,363.23486748187156,1856989.9999999998,,
3696,Default,United Kingdom,2023,Coal,0.1,223.7319672062386,1856989.9999999998,,
3697,DR=0.08_LT=25,United Kingdom,2023,Coal,0.1,301.74268143535994,1856989.9999999998,,
3698,Default,United Kingdom,2024,Coal,0.1,207.54075790391306,1856989.9999999998,,
3699,DR=0.08_LT=25,United Kingdom,2024,Coal,0.1,285.5514721330344,1856989.9999999998,,
3700,Default,United Kingdom,2015,Gas,0.1,149.66489874799035,1005290.0000000001,,
3701,DR=0.08_LT=25,United Kingdom,2015,Gas,0.1,166.7266969392767,1005290.0000000001,,
3702,Default,United Kingdom,2016,Gas,0.1,138.43065313395525,1005290.0000000001,,
3703,DR=0.08_LT=25,United Kingdom,2016,Gas,0.1,155.4924513252416,1005290.0000000001,,
3704,Default,United Kingdom,2017,Gas,0.1,145.19737594097282,1005290.0000000001,,
3705,DR=0.08_LT=25,United Kingdom,2017,Gas,0.1,162.25917413225915,1005290.0000000001,,
3706,Default,United Kingdom,2018,Gas,0.1,158.3393759409728,1005290.0000000001,,
3707,DR=0.08_LT=25,United Kingdom,2018,Gas,0.1,175.40117413225917,1005290.0000000001,,
3708,Default,United Kingdom,2019,Gas,0.1,137.32833909886756,1005290.0000000001,,
3709,DR=0.08_LT=25,United Kingdom,2019,Gas,0.1,154.39013729015392,1005290.0000000001,,
3710,Default,United Kingdom,2020,Gas,0.1,129.61029699360438,1005290.0000000001,,
3711,DR=0.08_LT=25,United Kingdom,2020,Gas,0.1,146.67209518489074,1005290.0000000001,,
3712,Default,United Kingdom,2021,Gas,0.1,203.09541804623598,1005290.0000000001,,
3713,DR=0.08_LT=25,United Kingdom,2021,Gas,0.1,220.15721623752233,1005290.0000000001,,
3714,Default,United Kingdom,2022,Gas,0.1,257.55966366027104,1005290.0000000001,,
3715,DR=0.08_LT=25,United Kingdom,2022,Gas,0.1,274.62146185155734,1005290.0000000001,,
3716,Default,United Kingdom,2023,Gas,0.1,184.23598646728863,1005290.0000000001,,
3717,DR=0.08_LT=25,United Kingdom,2023,Gas,0.1,201.29778465857495,1005290.0000000001,,
3718,Default,United Kingdom,2024,Gas,0.1,174.59422506377982,1005290.0000000001,,
3719,DR=0.08_LT=25,United Kingdom,2024,Gas,0.1,191.65602325506617,1005290.0000000001,,
3720,Default,United Kingdom,2024,Solar+BESS,0.15,24.37,522924.86869000003,0.7,0.0
3721,DR=0.08_LT=25,United Kingdom,2024,Solar+BESS,0.15,37.87,522924.86869000003,0.7,0.0
3722,Default,United Kingdom,2015,Solar+BESS,0.15,50.81,1180776.43649,0.7,0.0
3723,DR=0.08_LT=25,United Kingdom,2015,Solar+BESS,0.15,81.29,1180776.43649,0.7,0.0
3724,Default,United Kingdom,2016,Solar+BESS,0.15,56.2,1314658.473525779,0.7,0.0
3725,DR=0.08_LT=25,United Kingdom,2016,Solar+BESS,0.15,90.13,1314658.473525779,0.7,0.0
3726,Default,United Kingdom,2017,Solar+BESS,0.15,48.77,1129915.6797316591,0.7,0.0
3727,DR=0.08_LT=25,United Kingdom,2017,Solar+BESS,0.15,77.93,1129915.6797316591,0.7,0.0
3728,Default,United Kingdom,2018,Solar+BESS,0.15,42.16,965622.8934309359,0.7,0.0
3729,DR=0.08_LT=25,United Kingdom,2018,Solar+BESS,0.15,67.09,965622.8934309359,0.7,0.0
3730,Default,United Kingdom,2019,Solar+BESS,0.15,35.41,797632.9011275914,0.7,0.0
3731,DR=0.08_LT=25,United Kingdom,2019,Solar+BESS,0.15,56.0,797632.9011275914,0.7,0.0
3732,Default,United Kingdom,2020,Solar+BESS,0.15,31.51,700663.4265897666,0.7,0.0
3733,DR=0.08_LT=25,United Kingdom,2020,Solar+BESS,0.15,49.6,700663.4265897666,0.7,0.0
3734,Default,United Kingdom,2021,Solar+BESS,0.15,29.6,652998.9194168759,0.7,0.0
3735,DR=0.08_LT=25,United Kingdom,2021,Solar+BESS,0.15,46.45,652998.9194168759,0.7,0.0
3736,Default,United Kingdom,2022,Solar+BESS,0.15,28.43,624094.7528742139,0.7,0.0
3737,DR=0.08_LT=25,United Kingdom,2022,Solar+BESS,0.15,44.54,624094.7528742139,0.7,0.0
3738,Default,United Kingdom,2023,Solar+BESS,0.15,24.28,520732.968425977,0.7,0.0
3739,DR=0.08_LT=25,United Kingdom,2023,Solar+BESS,0.15,37.72,520732.968425977,0.7,0.0
3740,Default,United Kingdom,2015,Coal,0.15,128.56325410648466,1856989.9999999998,,
3741,DR=0.08_LT=25,United Kingdom,2015,Coal,0.15,180.5703969258989,1856989.9999999998,,
3742,Default,United Kingdom,2016,Coal,0.15,130.70738201346143,1856989.9999999998,,
3743,DR=0.08_LT=25,United Kingdom,2016,Coal,0.15,182.71452483287564,1856989.9999999998,,
3744,Default,United Kingdom,2017,Coal,0.15,139.563102943694,1856989.9999999998,,
3745,DR=0.08_LT=25,United Kingdom,2017,Coal,0.15,191.5702457631082,1856989.9999999998,,
3746,Default,United Kingdom,2018,Coal,0.15,146.1918471297405,1856989.9999999998,,
3747,DR=0.08_LT=25,United Kingdom,2018,Coal,0.15,198.1989899491547,1856989.9999999998,,
3748,Default,United Kingdom,2019,Coal,0.15,134.76135875764746,1856989.9999999998,,
3749,DR=0.08_LT=25,United Kingdom,2019,Coal,0.15,186.76850157706167,1856989.9999999998,,
3750,Default,United Kingdom,2020,Coal,0.15,128.06225410648466,1856989.9999999998,,
3751,DR=0.08_LT=25,United Kingdom,2020,Coal,0.15,180.0693969258989,1856989.9999999998,,
3752,Default,United Kingdom,2021,Coal,0.15,156.6032773622986,1856989.9999999998,,
3753,DR=0.08_LT=25,United Kingdom,2021,Coal,0.15,208.61042018171287,1856989.9999999998,,
3754,Default,United Kingdom,2022,Coal,0.15,233.96741689718237,1856989.9999999998,,
3755,DR=0.08_LT=25,United Kingdom,2022,Coal,0.15,285.9745597165966,1856989.9999999998,,
3756,Default,United Kingdom,2023,Coal,0.15,172.4752308506707,1856989.9999999998,,
3757,DR=0.08_LT=25,United Kingdom,2023,Coal,0.15,224.48237367008494,1856989.9999999998,,
3758,Default,United Kingdom,2024,Coal,0.15,156.28402154834512,1856989.9999999998,,
3759,DR=0.08_LT=25,United Kingdom,2024,Coal,0.15,208.29116436775936,1856989.9999999998,,
3760,Default,United Kingdom,2015,Gas,0.15,113.82413483784156,1005290.0000000001,,
3761,DR=0.08_LT=25,United Kingdom,2015,Gas,0.15,125.19866696536576,1005290.0000000001,,
3762,Default,United Kingdom,2016,Gas,0.15,102.58988922380645,1005290.0000000001,,
3763,DR=0.08_LT=25,United Kingdom,2016,Gas,0.15,113.96442135133067,1005290.0000000001,,
3764,Default,United Kingdom,2017,Gas,0.15,109.35661203082401,1005290.0000000001,,
3765,DR=0.08_LT=25,United Kingdom,2017,Gas,0.15,120.73114415834823,1005290.0000000001,,
3766,Default,United Kingdom,2018,Gas,0.15,122.49861203082399,1005290.0000000001,,
3767,DR=0.08_LT=25,United Kingdom,2018,Gas,0.15,133.8731441583482,1005290.0000000001,,
3768,Default,United Kingdom,2019,Gas,0.15,101.48757518871874,1005290.0000000001,,
3769,DR=0.08_LT=25,United Kingdom,2019,Gas,0.15,112.86210731624296,1005290.0000000001,,
3770,Default,United Kingdom,2020,Gas,0.15,93.76953308345557,1005290.0000000001,,
3771,DR=0.08_LT=25,United Kingdom,2020,Gas,0.15,105.1440652109798,1005290.0000000001,,
3772,Default,United Kingdom,2021,Gas,0.15,167.2546541360872,1005290.0000000001,,
3773,DR=0.08_LT=25,United Kingdom,2021,Gas,0.15,178.62918626361142,1005290.0000000001,,
3774,Default,United Kingdom,2022,Gas,0.15,221.71889975012223,1005290.0000000001,,
3775,DR=0.08_LT=25,United Kingdom,2022,Gas,0.15,233.09343187764645,1005290.0000000001,,
3776,Default,United Kingdom,2023,Gas,0.15,148.3952225571398,1005290.0000000001,,
3777,DR=0.08_LT=25,United Kingdom,2023,Gas,0.15,159.769754684664,1005290.0000000001,,
3778,Default,United Kingdom,2024,Gas,0.15,138.75346115363098,1005290.0000000001,,
3779,DR=0.08_LT=25,United Kingdom,2024,Gas,0.15,150.12799328115523,1005290.0000000001,,
3780,Default,United Kingdom,2024,Solar+BESS,0.2,24.37,697233.1530599999,0.9,0.0
3781,DR=0.08_LT=25,United Kingdom,2024,Solar+BESS,0.2,37.87,697233.1530599999,0.9,0.0
3782,Default,United Kingdom,2015,Solar+BESS,0.2,50.81,1574368.5702600002,0.9,0.0
3783,DR=0.08_LT=25,United Kingdom,2015,Solar+BESS,0.2,81.29,1574368.5702600002,0.9,0.0
3784,Default,United Kingdom,2016,Solar+BESS,0.2,56.2,1752877.9516447468,0.9,0.0
3785,DR=0.08_LT=25,United Kingdom,2016,Solar+BESS,0.2,90.13,1752877.9516447468,0.9,0.0
3786,Default,United Kingdom,2017,Solar+BESS,0.2,48.77,1506554.22842066,0.9,0.0
3787,DR=0.08_LT=25,United Kingdom,2017,Solar+BESS,0.2,77.93,1506554.22842066,0.9,0.0
3788,Default,United Kingdom,2018,Solar+BESS,0.2,42.16,1287497.1816513396,0.9,0.0
3789,DR=0.08_LT=25,United Kingdom,2018,Solar+BESS,0.2,67.09,1287497.1816513396,0.9,0.0
3790,Default,United Kingdom,2019,Solar+BESS,0.2,35.41,1063510.5269152422,0.9,0.0
3791,DR=0.08_LT=25,United Kingdom,2019,Solar+BESS,0.2,56.0,1063510.5269152422,0.9,0.0
3792,Default,United Kingdom,2020,Solar+BESS,0.2,31.51,934217.8951611775,0.9,0.0
3793,DR=0.08_LT=25,United Kingdom,2020,Solar+BESS,0.2,49.6,934217.8951611775,0.9,0.0
3794,Default,United Kingdom,2021,Solar+BESS,0.2,29.6,870665.2194040277,0.9,0.0
