Result_ID,Country,Year,Tech,Availability,Component,Value
60,United Kingdom,2024,Solar+BESS,0.55,BESS Energy CAPEX,25.786830107103544
60,United Kingdom,2024,Solar+BESS,0.55,BESS Power CAPEX,12.969822134876678
60,United Kingdom,2024,Solar+BESS,0.55,Augmentation,0.5710342854680293
60,United Kingdom,2024,Solar+BESS,0.55,Opex,8.99073806558738
60,United Kingdom,2024,Solar+BESS,0.55,Total,115.07515857591237
60,United Kingdom,2030,Solar+BESS,0.55,Solar CAPEX,30.002166643932867
60,United Kingdom,2030,Solar+BESS,0.55,BESS Energy CAPEX,24.225623273896854
60,United Kingdom,2030,Solar+BESS,0.55,BESS Power CAPEX,5.675989488566855
60,United Kingdom,2030,Solar+BESS,0.55,Augmentation,0.5363857640627345
60,United Kingdom,2030,Solar+BESS,0.55,Opex,8.99073806558738
60,United Kingdom,2030,Solar+BESS,0.55,Total,69.4309032360467
62,United Kingdom,2024,Solar+BESS,0.6,Solar CAPEX,69.42139353261341
62,United Kingdom,2024,Solar+BESS,0.6,BESS Energy CAPEX,25.88309901985369
62,United Kingdom,2024,Solar+BESS,0.6,BESS Power CAPEX,13.722945671963934
62,United Kingdom,2024,Solar+BESS,0.6,Augmentation,0.5487845285991644
62,United Kingdom,2024,Solar+BESS,0.6,Opex,9.370261035007612
62,United Kingdom,2024,Solar+BESS,0.6,Total,118.94648378803781
62,United Kingdom,2030,Solar+BESS,0.6,Solar CAPEX,31.199732119215906
62,United Kingdom,2030,Solar+BESS,0.6,BESS Energy CAPEX,24.23844273159526
62,United Kingdom,2030,Solar+BESS,0.6,BESS Power CAPEX,6.005579303727432
62,United Kingdom,2030,Solar+BESS,0.6,Augmentation,0.5931385505382158
62,United Kingdom,2030,Solar+BESS,0.6,Opex,9.370261035007612
62,United Kingdom,2030,Solar+BESS,0.6,Total,71.40715374008442
64,United Kingdom,2024,Solar+BESS,0.65,Solar CAPEX,73.33747214214544
64,United Kingdom,2024,Solar+BESS,0.65,BESS Energy CAPEX,26.828146992278604
64,United Kingdom,2024,Solar+BESS,0.65,BESS Power CAPEX,14.126704796661915
64,United Kingdom,2024,Solar+BESS,0.65,Augmentation,0.5813834232900436
64,United Kingdom,2024,Solar+BESS,0.65,Opex,9.814859149982436
64,United Kingdom,2024,Solar+BESS,0.65,Total,124.68856650435845
64,United Kingdom,2030,Solar+BESS,0.65,Solar CAPEX,32.95971700799219
64,United Kingdom,2030,Solar+BESS,0.65,BESS Energy CAPEX,25.122115098662338
64,United Kingdom,2030,Solar+BESS,0.65,BESS Power CAPEX,6.1822766033408225
64,United Kingdom,2030,Solar+BESS,0.65,Augmentation,0.6284202004221909
64,United Kingdom,2030,Solar+BESS,0.65,Opex,9.814859149982436
64,United Kingdom,2030,Solar+BESS,0.65,Total,74.70738806039998
66,United Kingdom,2024,Solar+BESS,0.7,Solar CAPEX,78.01642320807984
66,United Kingdom,2024,Solar+BESS,0.7,BESS Energy CAPEX,28.08657624241904
66,United Kingdom,2024,Solar+BESS,0.7,BESS Power CAPEX,15.069041067041368
66,United Kingdom,2024,Solar+BESS,0.7,Augmentation,0.6066440517116767
66,United Kingdom,2024,Solar+BESS,0.7,Opex,10.42009523809524
66,United Kingdom,2024,Solar+BESS,0.7,Total,132.19877980734717
66,United Kingdom,2030,Solar+BESS,0.7,Solar CAPEX,35.06255609588074
66,United Kingdom,2030,Solar+BESS,0.7,BESS Energy CAPEX,26.300731561137248
66,United Kingdom,2030,Solar+BESS,0.7,BESS Power CAPEX,6.594671677825778
66,United Kingdom,2030,Solar+BESS,0.7,Augmentation,0.6557163700314883
66,United Kingdom,2030,Solar+BESS,0.7,Opex,10.42009523809524
66,United Kingdom,2030,Solar+BESS,0.7,Total,79.03377094297049
68,United Kingdom,2024,Solar+BESS,0.75,Solar CAPEX,82.07151413188963
68,United Kingdom,2024,Solar+BESS,0.75,BESS Energy CAPEX,31.49987618300615
68,United Kingdom,2024,Solar+BESS,0.75,BESS Power CAPEX,16.64460507309174
68,United Kingdom,2024,Solar+BESS,0.75,Augmentation,0.7019072411242717
68,United Kingdom,2024,Solar+BESS,0.75,Opex,11.066779299847793
68,United Kingdom,2024,Solar+BESS,0.75,Total,141.98468192895956
68,United Kingdom,2030,Solar+BESS,0.75,Solar CAPEX,36.885016638717474
68,United Kingdom,2030,Solar+BESS,0.75,BESS Energy CAPEX,29.59278555814775
68,United Kingdom,2030,Solar+BESS,0.75,BESS Power CAPEX,7.284186510327465
68,United Kingdom,2030,Solar+BESS,0.75,Augmentation,0.6593177702509204
68,United Kingdom,2030,Solar+BESS,0.75,Opex,11.066779299847793
68,United Kingdom,2030,Solar+BESS,0.75,Total,85.4880857772914
70,United Kingdom,2024,Solar+BESS,0.8,Solar CAPEX,92.17618363497003
70,United Kingdom,2024,Solar+BESS,0.8,BESS Energy CAPEX,33.81487677251833
70,United Kingdom,2024,Solar+BESS,0.8,BESS Power CAPEX,17.880934971188026
70,United Kingdom,2024,Solar+BESS,0.8,Augmentation,0.7086726931726772
70,United Kingdom,2024,Solar+BESS,0.8,Opex,12.245284817351598
70,United Kingdom,2024,Solar+BESS,0.8,Total,156.82595288920066
70,United Kingdom,2030,Solar+BESS,0.8,Solar CAPEX,41.426310980514444
70,United Kingdom,2030,Solar+BESS,0.8,BESS Energy CAPEX,31.76762953576879
70,United Kingdom,2030,Solar+BESS,0.8,BESS Power CAPEX,7.825242157276178
70,United Kingdom,2030,Solar+BESS,0.8,Augmentation,0.6656727164574157
70,United Kingdom,2030,Solar+BESS,0.8,Opex,12.245284817351598
70,United Kingdom,2030,Solar+BESS,0.8,Total,93.93014020736844
72,United Kingdom,2024,Solar+BESS,0.85,Solar CAPEX,106.08314907140532
72,United Kingdom,2024,Solar+BESS,0.85,BESS Energy CAPEX,40.452111339393404
72,United Kingdom,2024,Solar+BESS,0.85,BESS Power CAPEX,19.37357036041967
72,United Kingdom,2024,Solar+BESS,0.85,Augmentation,0.6719826150078735
72,United Kingdom,2024,Solar+BESS,0.85,Opex,13.833625033575071
72,United Kingdom,2024,Solar+BESS,0.85,Total,180.41443841980131
72,United Kingdom,2030,Solar+BESS,0.85,Solar CAPEX,47.67645339524626
72,United Kingdom,2030,Solar+BESS,0.85,BESS Energy CAPEX,38.003027354336176
72,United Kingdom,2030,Solar+BESS,0.85,BESS Power CAPEX,8.478464899379903
72,United Kingdom,2030,Solar+BESS,0.85,Augmentation,0.6312088740739068
72,United Kingdom,2030,Solar+BESS,0.85,Opex,13.833625033575071
72,United Kingdom,2030,Solar+BESS,0.85,Total,108.62277955661132
74,United Kingdom,2024,Solar+BESS,0.9,Solar CAPEX,124.87280293458977
74,United Kingdom,2024,Solar+BESS,0.9,BESS Energy CAPEX,49.00979922437006
74,United Kingdom,2024,Solar+BESS,0.9,BESS Power CAPEX,23.82016683459177
74,United Kingdom,2024,Solar+BESS,0.9,Augmentation,0.6204933191994031
74,United Kingdom,2024,Solar+BESS,0.9,Opex,16.370736681887365
74,United Kingdom,2024,Solar+BESS,0.9,Total,214.69399899463835
74,United Kingdom,2030,Solar+BESS,0.9,Solar CAPEX,56.12099962678712
74,United Kingdom,2030,Solar+BESS,0.9,BESS Energy CAPEX,45.94944262028532
74,United Kingdom,2030,Solar+BESS,0.9,BESS Power CAPEX,10.424431049480793
74,United Kingdom,2030,Solar+BESS,0.9,Augmentation,0.6758689192008572
74,United Kingdom,2030,Solar+BESS,0.9,Opex,16.370736681887365
74,United Kingdom,2030,Solar+BESS,0.9,Total,129.54147889764144
76,United Kingdom,2024,Solar+BESS,0.95,Solar CAPEX,161.65847312682254
76,United Kingdom,2024,Solar+BESS,0.95,BESS Energy CAPEX,63.812360110251845
76,United Kingdom,2024,Solar+BESS,0.95,BESS Power CAPEX,27.67887853700026
76,United Kingdom,2024,Solar+BESS,0.95,Augmentation,0.6335567048517268
76,United Kingdom,2024,Solar+BESS,0.95,Opex,20.557690939677958
76,United Kingdom,2024,Solar+BESS,0.95,Total,274.3409594186043
76,United Kingdom,2030,Solar+BESS,0.95,Solar CAPEX,72.65341128579983
76,United Kingdom,2030,Solar+BESS,0.95,BESS Energy CAPEX,59.94898131443284
76,United Kingdom,2030,Solar+BESS,0.95,BESS Power CAPEX,12.113120904631895
76,United Kingdom,2030,Solar+BESS,0.95,Augmentation,0.5948271715678266
76,United Kingdom,2030,Solar+BESS,0.95,Opex,20.557690939677958
76,United Kingdom,2030,Solar+BESS,0.95,Total,165.8680316161104
78,United Kingdom,2024,Solar+BESS,1.0,Solar CAPEX,244.44044011650212
78,United Kingdom,2024,Solar+BESS,1.0,BESS Energy CAPEX,241.26976300070234
78,United Kingdom,2024,Solar+BESS,1.0,BESS Power CAPEX,30.43079012603246
78,United Kingdom,2024,Solar+BESS,1.0,Augmentation,0.635134164981228
78,United Kingdom,2024,Solar+BESS,1.0,Opex,29.025207762557073
78,United Kingdom,2024,Solar+BESS,1.0,Total,545.8013351707752
78,United Kingdom,2030,Solar+BESS,1.0,Solar CAPEX,109.85772342866133
78,United Kingdom,2030,Solar+BESS,1.0,BESS Energy CAPEX,226.66261659773707
78,United Kingdom,2030,Solar+BESS,1.0,BESS Power CAPEX,13.317441294717234
78,United Kingdom,2030,Solar+BESS,1.0,Augmentation,0.5963082010319719
78,United Kingdom,2030,Solar+BESS,1.0,Opex,29.025207762557073
78,United Kingdom,2030,Solar+BESS,1.0,Total,379.4592972847047
